MatchID,Season,SeasonID,Week,WeekID,TimeSlot,HomeTeamID,HomeTeam,HomeTeamCoach,HomeTeamRank,Arena,City,State,AwayTeamID,AwayTeam,AwayTeamCoach,AwayTeamRank,IsNeutralSite,IsInvitational,IsConference,IsConferenceTournament,IsCBI,IsNIT,IsTournament,IsNationalChampionship,GameTitle,NextGameID,HomeOrAway
379,2026,6,2,2602,A,336,AMCC,AI,,American Bank Center Arena[h],Corpus Christi,TX,250,CHSO,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
380,2026,6,2,2602,A,320,EIU,AI,,Lantz Arena,Charleston,IL,69,UNM,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
381,2026,6,2,2602,A,136,GEOT,AI,,Capital One Arena,"Washington, DC",District of Colombia,176,BRAD,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
382,2026,6,2,2602,A,196,PROV,AI,,Amica Mutual Pavilion,Providence,RI,355,WAG,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
383,2026,6,2,2602,A,324,WOF,WappyNemoberry,,Jerry Richardson Indoor Stadium,Spartanburg,SC,61,MTSU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
384,2026,6,2,2602,A,378,UWF,AI,,UWF Field House,Pensacola,FL,334,SELA,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
385,2026,6,2,2602,A,209,MOST,AI,,Great Southern Bank Arena,Springfield,MO,342,BCU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
386,2026,6,2,2602,A,96,STAN,dibi74,,Maples Pavilion,Stanford,California,21,CINC,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
387,2026,6,2,2602,A,229,RGV,AI,,UTRGV Fieldhouse,Edinburg,TX,2,AKRN,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
388,2026,6,2,2602,A,93,SOCA,AI,,Colonial Life Arena,Columbia,South Carolina,330,VMI,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
389,2026,6,2,2602,A,282,WRST,AI,,Nutter Center,Fairborn,OH,126,WVU,smackemz3,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
390,2026,6,2,2602,A,73,NIU,AI,,Convocation Center,DeKalb,Illinois,113,MASS,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
391,2026,6,2,2602,A,151,CARK,AI,,Farris Center,Conway,AR,244,MTST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
392,2026,6,2,2602,A,270,STBK,AI,,Island Federal Credit Union Arena,Stony Brook,NY,149,APSU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
393,2026,6,2,2602,A,163,UNH,AI,,Lundholm Gym,Durham,NH,339,UNO,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
394,2026,6,2,2602,A,131,UMBC,Rocketcan,,Chesapeake Employers Insurance Arena,Baltimore County,Maryland,99,TEMP,SandyToez,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
395,2026,6,2,2602,A,43,IAST,curtismc,,Hilton Coliseum,Ames,Iowa,286,COR,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
396,2026,6,2,2602,A,15,BGSU,PoopyRhinoPickle,,Stroh Center,Bowling Green,Ohio,83,ORST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
397,2026,6,2,2602,A,344,ALCN,AI,,Davey Whitney Complex,Lorman,MS,203,PEPP,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
398,2026,6,2,2602,A,67,NEB,alexfall862,,Pinnacle Bank Arena,Lincoln,Nebraska,87,RICE,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
399,2026,6,2,2602,A,17,BYU,Bellwood,,Marriott Center,Provo,Utah,156,QUOC,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
400,2026,6,2,2602,A,91,SMU,AI,,Moody Coliseum,University Park,Texas,228,UTA,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
401,2026,6,2,2602,A,123,WAKE,Qupax,,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,North Carolina,375,TUV,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
402,2026,6,2,2602,A,239,L-MD,imitate214,,Reitz Arena,Baltimore,MD,143,UNOM,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
403,2026,6,2,2602,A,103,TXST,AI,,Strahan Arena,San Marcos,Texas,234,BUCK,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
404,2026,6,2,2602,A,326,ETSU,parkerstory26@gmail.com,,Freedom Hall Civic Center,Johnson City,TN,71,UNC,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
405,2026,6,2,2602,A,371,GSU,AI,,Hurao Arena,Oka,GM,276,IUI,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
406,2026,6,2,2602,A,108,TULS,AI,,Reynolds Center,Tulsa,Oklahoma,133,USD,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
407,2026,6,2,2602,A,222,GCU,AI,,GCU Arena,Phoenix,AZ,189,URI,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
408,2026,6,2,2602,A,193,BUT,Benniebillracks5 ,,Hinkle Fieldhouse,Indianapolis,IN,266,NCAT,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
409,2026,6,2,2602,A,116,UTEP,AI,,Don Haskins Center,El Paso,Texas,111,UCLA,jmjacobs,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
410,2026,6,2,2602,A,314,MORE,AI,,Ellis Johnson Arena,Morehead,KY,294,MSM,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
411,2026,6,2,2602,A,241,IDHO,TuscanSota,,Idaho Central Credit Union Arena,Moscow,ID,337,NICH,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
412,2026,6,2,2602,A,5,ZONA,LyonsinLex,,McKale Center,Tucson,Arizona,166,UCD,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
413,2026,6,2,2602,A,358,FDU,AI,,Rothman Center,Teaneck,NJ,217,NDSU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
414,2026,6,2,2602,A,112,CONN,CoachCartier,,Harry A. Gampel Pavilion[e],Storrs[n 5],Connecticut,165,UV,iToxickiddy,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
415,2026,6,2,2602,A,184,FOR,AI,,Rose Hill Gymnasium,New York,NY,132,WICH,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
416,2026,6,2,2602,A,11,BALL,Patzekuchen,,Worthen Arena,Muncie,Indiana,102,TAMU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
417,2026,6,2,2602,A,107,TLNE,kgreene829,,Devlin Fieldhouse,New Orleans,Louisiana,68,NEV,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
418,2026,6,2,2602,A,272,CAMP,AI,,"John W. Pope, Jr. Convocation Center",Buies Creek,NC,167,UCSB,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
419,2026,6,2,2602,A,198,VILL,Haschdei,,Finneran Pavilion[f],Villanova,PA,369,MRCY,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
420,2026,6,2,2602,A,127,WKU,AI,,E. A. Diddle Arena,Bowling Green,Kentucky,307,MORG,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
421,2026,6,2,2602,A,129,WISC,Offseem,,Kohl Center,Madison,Wisconsin,293,IONA,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
422,2026,6,2,2602,A,197,SJU,SyndaKyt,,Madison Square Garden[d],Queens,NY,281,RMU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
423,2026,6,2,2602,A,62,MINN,AI,,Williams Arena,Minneapolis,Minnesota,30,FLA,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
424,2026,6,2,2602,A,208,ILST,Ape,,CEFCU Arena,Normal,IL,277,MILW,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
425,2026,6,2,2602,A,236,HC,AI,,Hart Center,Worcester,MA,292,SIE,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
426,2026,6,2,2602,A,359,STO,AI,,Merkert Gymnasium,Easton,MA,335,ETAM,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
427,2026,6,2,2602,A,364,UOG,AI,,Calvo Field House,Mangilao,GM,37,GT,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
428,2026,6,2,2602,A,298,RID,AI,,Alumni Gymnasium,Lawrenceville,NJ,212,SIU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
429,2026,6,2,2602,A,118,UTAH,SageBow,,Jon M. Huntsman Center,Salt Lake City,Utah,353,HART,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
430,2026,6,2,2602,A,268,TOW,AI,,SECU Arena,Towson,MD,333,UIW,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
431,2026,6,2,2602,A,154,UNA,AI,,Flowers Hall,Florence,AL,273,CLEV,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
432,2026,6,2,2602,A,88,RUTG,AI,,Jersey Mike's Arena,Piscataway,New Jersey,340,HCU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
433,2026,6,2,2602,A,65,NAVY,AI,,Alumni Hall,Annapolis,Maryland,341,GRAM,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
434,2026,6,2,2602,A,257,UPST,Viselli,,G. B. Hodge Center,Spartanburg,SC,81,MISS,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
435,2026,6,2,2602,A,233,BU,chadbird,,Case Gym,Boston,MA,349,ALST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
436,2026,6,2,2602,A,210,MUR,AI,,CFSB Center,Murray,KY,201,LMU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
437,2026,6,2,2602,A,148,KNSW,AI,,KSU Convocation Center,Kennesaw,GA,308,COPP,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
438,2026,6,2,2602,A,205,SCU,chaserck,,Leavey Center,Santa Clara,CA,309,DSU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
439,2026,6,2,2602,A,345,SOU,AI,,F. G. Clark Center,Baton Rouge,LA,275,UWGB,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
440,2026,6,2,2602,A,265,MONM,AI,,OceanFirst Bank Center,West Long Branch,NJ,199,XAV,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
441,2026,6,2,2602,A,140,DPU,LordLittlebutt,,Wintrust Arena[c],Chicago,Illinois,221,WIU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
442,2026,6,2,2602,A,35,GASO,AI,,Hanner Fieldhouse,Statesboro,Georgia,321,FUR,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
443,2026,6,2,2602,A,3,BAMA,thatfunk,,Coleman Coliseum,Tuscaloosa,Alabama,188,LUC,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
444,2026,6,2,2602,A,302,FAIR,AI,,Leo D. Mahoney Arena,Fairfield,CT,252,HP,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
445,2026,6,2,2602,A,195,MARQ,Newkbomb,,Fiserv Forum,Milwaukee,WI,10,AUB,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
446,2026,6,2,2602,A,377,USPF,AI,,Vodafone Arena,Suva,FI,80,ODU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
447,2026,6,2,2602,A,28,EMU,AI,,George Gervin GameAbove Center,Ypsilanti,Michigan,370,NH,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
448,2026,6,2,2602,A,8,ARST,AI,,First National Bank Arena,Jonesboro,Arkansas,332,NWST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
449,2026,6,2,2602,A,13,BOIS,AI,,ExtraMile Arena,Boise,Idaho,42,IOWA,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
450,2026,6,2,2602,A,97,CUSE,Diesel.be,,JMA Wireless Dome,Syracuse,New York,146,JST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
451,2026,6,2,2602,A,70,NMSU,Rabbit,,Pan American Center,Las Cruces,New Mexico,170,CSUF,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
452,2026,6,2,2602,A,186,GW,AI,,Charles E. Smith Center,Washington,DC,147,SHSU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
453,2026,6,2,2602,A,29,FIU,AI,,Ocean Bank Convocation Center,Miami,Florida,346,AAMU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
454,2026,6,2,2602,A,57,MIAF,Dearden,,Watsco Center,Coral Gables,Florida,232,AMER,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
455,2026,6,2,2602,A,155,UNF,AI,,UNF Arena,Jacksonville,FL,66,NCST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
456,2026,6,2,2602,A,313,TNST,AI,,Gentry Complex,Nashville,TN,92,USA,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
457,2026,6,2,2602,A,271,W&M,AI,,Kaplan Arena,Williamsburg,VA,54,MRSH,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
458,2026,6,2,2602,A,101,TEX,Matty460,,Moody Center,Austin,Texas,109,UAB,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
459,2026,6,2,2602,A,181,DAV,Mightydog135,,John M. Belk Arena,Davidson,NC,179,EVAN,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
460,2026,6,2,2602,A,48,LU,AI,,Liberty Arena,Lynchburg,Virginia,76,OHIO,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
461,2026,6,2,2602,A,45,KSST,florodude,,Bramlage Coliseum,Manhattan,Kansas,115,USC,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
462,2026,6,2,2602,A,178,UIC,AI,,Credit Union 1 Arena,Chicago,IL,27,ECU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
463,2026,6,2,2602,A,139,SDST,Minnow,,Frost Arena,Brookings,South Dakota,84,PNST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
464,2026,6,2,2602,A,12,BAYL,Vivid,,Ferrell Center,Waco,Texas,200,GONZ,RJ Broadway Barrett,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
465,2026,6,2,2602,A,1,USAF,Naph,,Cadet Field House,Colorado Springs,Colorado,46,KENT,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
466,2026,6,2,2602,A,310,SCST,AI,,SHM Memorial Center,Orangeburg,SC,177,DRKE,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
467,2026,6,2,2602,A,85,PITT,Matt Kaiser,,Petersen Events Center,Pittsburgh,Pennsylvania,161,ME,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
468,2026,6,2,2602,A,82,OREG,AI,,Matthew Knight Arena,Eugene,Oregon,323,CIT,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
469,2026,6,2,2602,A,226,SFA,AI,,William R. Johnson Coliseum,Nacogdoches,TX,192,SLU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
470,2026,6,2,2602,A,104,TTU,AI,,United Supermarkets Arena,Lubbock,Texas,311,SIUE,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
471,2026,6,2,2602,A,158,ALB,AI,,SEFCU Arena,Albany,NY,284,BRWN,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
472,2026,6,2,2602,A,318,TNTC,AI,,Eblen Center,Cookeville,TN,50,ULM,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
473,2026,6,2,2602,A,23,CCU,AI,,HTC Center,Conway,South Carolina,280,PFW,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
474,2026,6,2,2602,A,86,PURD,MasonAsher,,Mackey Arena,West Lafayette,Indiana,288,PENN,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
475,2026,6,2,2602,A,119,UTST,Ewade,,Smith Spectrum,Logan,Utah,214,DU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
476,2026,6,2,2602,A,6,AZST,thornily,,Desert Financial Arena,Tempe,Arizona,322,SAM,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
477,2026,6,2,2602,A,4,APST,AI,,George M. Holmes Convocation Center,Boone,North Carolina,224,CBU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
478,2026,6,2,2602,A,372,HILO,AI,,Afook-Chinen Civic Auditorium,Hilo,HI,304,NCCU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
479,2026,6,2,2602,A,306,UMES,AI,,Hytche Athletic Center,Princess Anne,MD,287,DART,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
480,2026,6,2,2602,A,168,UCR,AI,,Student Recreation Center Arena,Riverside,CA,376,HPU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
481,2026,6,2,2602,A,317,USI,AI,,Screaming Eagles Arena,Evansville,IN,215,KCU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
482,2026,6,2,2602,A,331,MCN,AI,,The Legacy Center,Lake Charles,LA,79,OKST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
483,2026,6,2,2602,A,110,UCF,Wooden,,Addition Financial Arena,Orlando,Florida,173,CP,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
484,2026,6,2,2602,A,315,UTM,AI,,Kathleen and Tom Elam Center,Martin,TN,213,VAL,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
485,2026,6,2,2602,A,258,WIN,AI,,Winthrop Coliseum,Rock Hill,SC,261,DREX,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
486,2026,6,2,2602,A,223,ACU,ArmTheSharks,,Moody Coliseum,Abilene,TX,171,LBSU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
487,2026,6,2,2602,A,64,MIZZ,AI,,Mizzou Arena,Columbia,Missouri,106,TROY,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
488,2026,6,2,2602,A,260,DEL,AI,,Bob Carpenter Center,Newark,DE,162,UML,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
489,2026,6,2,2602,A,183,DUQ,AI,,UPMC Cooper Fieldhouse,Pittsburgh,PA,303,NORF,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
490,2026,6,2,2602,A,367,UWG,AI,,The Coliseum,Carrollton,GA,124,WASH,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
491,2026,6,2,2602,A,338,LAM,AI,,Montagne Center,Beaumont,TX,120,VAND,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
492,2026,6,2,2602,A,34,UGA,Sarge,,Stegeman Coliseum,Athens,Georgia,295,MAN,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
493,2026,6,2,2602,A,319,LR,AI,,Jack Stephens Center,Little Rock,AR,164,NJIT,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
494,2026,6,2,2602,A,356,SHU,AI,,William H. Pitt Center,Fairfield,CT,202,PAC,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
495,2026,6,2,2602,A,289,HARV,Jim West,,Lavietes Pavilion,Cambridge,MA,31,FAU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
496,2026,6,2,2602,A,134,SMC,believer,,University Credit Union Pavilion,Moraga,California,237,LAF,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
497,2026,6,2,2602,A,290,PRIN,Gluecows,,Jadwin Gymnasium,Princeton,NJ,256,UNCA,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
498,2026,6,2,2602,A,100,TENN,tsweezy,,Thompson–Boling Arena,Knoxville,Tennessee,130,WYOM,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
499,2026,6,2,2602,A,157,STET,AI,,Edmunds Center,DeLand,FL,63,MSST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
500,2026,6,2,2602,A,150,BELL,AI,,Freedom Hall,Louisville,KY,352,JXST,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
501,2026,6,2,2602,A,374,SBU,AI,,San Juan Arena,San Miguel,Manila,312,SEMO,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
502,2026,6,2,2602,A,95,USM,AI,,Reed Green Coliseum,Hattiesburg,Mississippi,216,UND,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
503,2026,6,2,2602,A,354,CHST,AI,,Emil and Patricia Jones Convocation Center,Chicago,IL,263,HAMP,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
504,2026,6,2,2602,A,144,PORT,AI,,Chiles Center,Portland,Oregon,329,UNCG,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
505,2026,6,2,2602,A,343,PV,AI,,William J. Nicks Building,Prairie View,TX,194,CREI,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
506,2026,6,2,2602,A,38,HAWI,AI,,Stan Sheriff Center,Honolulu,Hawai'i,253,LONG,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
507,2026,6,2,2602,A,142,JU,Ricky Campbell,,Swisher Gymnasium,Jacksonville,Florida,301,CAN,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
508,2026,6,2,2602,A,368,SAMO,AI,,Dole Center,Pago Pago,American Samoa,187,LAS,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
509,2026,6,2,2602,A,59,MICH,fjames92,,Crisler Center,Ann Arbor,Michigan,180,JMU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
510,2026,6,2,2602,A,274,DETM,AI,,Calihan Hall,Detroit,MI,52,LOU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
511,2026,6,2,2602,A,138,UCI,subsequent,,Bren Events Center,Irvine,California,135,VCU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
512,2026,6,2,2602,A,191,JOES,AI,,Hagan Arena,Philadelphia,PA,19,CMU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
513,2026,6,2,2602,A,269,UNCW,AI,,Trask Coliseum,Wilmington,NC,16,BUFF,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
514,2026,6,2,2602,A,305,HOW,AI,,Burr Gymnasium,Washington,DC,159,BING,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
515,2026,6,2,2602,A,206,HALL,AI,,Prudential Center,South Orange,New Jersey,230,UTU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
516,2026,6,2,2602,A,49,ULL,AI,,Cajundome,Lafayette,Louisiana,175,BEL,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
517,2026,6,2,2602,A,122,VT,AI,,Cassell Coliseum,Blacksburg,Virginia,78,OKLA,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
518,2026,6,2,2602,A,245,NAU,AI,,Walkup Skydome,Flagstaff,AZ,185,GMU,AI,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
