id,first_name,last_name,position,age,year,team_id,team_abbr,state,country,stars,height,shooting2,shooting3,finishing,ballwork,rebounding,defense,potential,potential_grade,pro_potential_grade,stamina,playtime_expectations,minutes,overall,personality,free_agency,recruiting_bias,work_ethic,academic_bias,player_id,is_redshirt,is_redshirting,has_graduated,has_progressed,created_at,updated_at,deleted_at,free_throw,interior_defense,perimeter_defense,spec_shooting2,spec_shooting3,spec_finishing,spec_free_throw,spec_ballwork,spec_rebounding,spec_interior_defense,spec_perimeter_defense,spec_count,archetype,inside_proportion,mid_range_proportion,three_point_proportion,position_one,position_two,position_three,p1_minutes,p2_minutes,p3_minutes,will_declare,previous_team_id,previous_team,will_transfer,leaving_status,transfer_status,transfer_likeliness,recruiting_bias_value,legacy_id,discipline,injury_rating,is_injured,injury_name,injury_type,weeks_of_recovery,injury_reserve,relative_id,notes,relative_type
635,Gregory,Foster,PG,22,4,11,BALL,Washington,USA,4,6-0,21,20,12,21,13,8,80,,55,27,25,25,78,Average,Average,"Prefers to play for a national championship contender",Average,Average,635,0,0,1,1,"2022-10-06 22:35:34.898","2023-04-17 23:21:28.263",NULL,24,12,11,0,0,0,1,0,1,1,0,3,"Defensive Dawg",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
636,Daniel,Sweeney,C,23,5,11,BALL,Minnesota,USA,2,7-0,12,14,14,16,16,16,96,A,57,28,7,27,78,Average,Average,"Prefers to play for a team with a rich history",Average,Average,636,0,0,0,0,"2024-03-20 14:47:58.041","2024-03-20 14:47:58.041",NULL,10,22,19,1,1,0,0,1,0,1,0,4,"Stretch Bigs",6.027173692046888,3.212462034355885,6.49308575917853,C,,,27,0,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
637,John,Stephens,C,23,5,11,BALL,,Germany,3,6-9,11,6,13,12,13,18,68,B-,74,37,9,35,71,Average,Average,"Prefers to play in a different state",Average,Average,637,0,0,0,0,"2025-02-17 23:46:20.836","2025-02-17 23:46:20.836",NULL,17,26,19,1,1,0,1,0,0,1,0,4,"Stretch Bigs",7.132635520565927,3.933908471820943,4.482835188652848,PF,C,,25,10,0,0,0,,NULL,NULL,0,,0,0,13,9,0,,,0,0,0,,0
638,Jose,Trejo,C,23,5,11,BALL,Georgia,USA,1,7-1,9,10,10,10,17,10,54,B-,75,37,1,0,58,Average,Average,Average,Average,Average,638,0,0,0,0,"2025-02-17 23:46:24.008","2025-02-17 23:46:24.008",NULL,10,12,13,0,1,0,0,1,0,0,0,2,"Stretch Bigs",0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,15,12,0,,,0,0,0,,0
639,Timothy,Fitzpatrick,PF,22,4,11,BALL,,Romania,3,6-5,11,14,16,11,19,13,71,A,59,41,10,39,73,Average,Average,Average,Average,Average,639,0,0,0,0,"2024-03-20 15:56:09.340","2024-03-20 15:56:09.340",NULL,13,15,15,0,1,0,0,0,1,1,0,3,"Two-Way Wing",5.6827637667870645,3.2392325513088505,6.963834476718972,C,PF,,13,26,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
640,Andrew,Johnston,PF,23,5,40,ILLI,"West Virginia",USA,3,6-7,14,10,10,12,14,10,97,A+,95,48,6,3,59,Average,Average,Average,Average,Tutor,640,0,0,0,0,"2025-12-11 22:45:00.360","2025-12-11 22:45:00.045",NULL,14,7,15,0,0,1,0,1,1,1,1,5,Slasher,0,3,0,PF,C,,3,0,0,0,11,BALL,NULL,NULL,0,,0,0,14,10,0,,,0,0,0,,0
641,Darryl,Doyle,PG,23,5,11,BALL,Iowa,USA,2,5-11,14,10,10,9,11,7,86,A+,53,40,4,13,53,"Absent Minded",Average,Average,Average,"Never Studies",641,0,0,0,0,"2025-12-11 22:39:56.025","2025-12-11 22:39:55.710",NULL,20,9,9,0,0,0,1,0,1,0,0,2,"Sharp Shooter",2.112536352086578,2.832672492514522,1.2372671626356029,SG,,,13,0,0,0,0,,NULL,NULL,0,,0,0,13,18,0,,,0,0,0,,0
642,Thomas,Dudley,PF,22,4,11,BALL,"New Jersey",USA,4,6-6,4,9,23,16,9,13,59,B+,89,35,12,30,70,Average,Average,Average,Average,Average,642,0,0,0,0,"2025-02-17 23:46:22.022","2025-02-17 23:46:22.022",NULL,2,17,17,0,0,1,0,1,0,0,0,2,"Pure Defender",10.406922297996934,1.4212830607869211,4.858814914152764,SF,,,30,0,0,0,0,,NULL,NULL,0,,0,0,13,10,0,,,0,0,0,,0
643,Douglas,King,PF,23,5,11,BALL,Maine,USA,3,6-7,9,11,15,6,17,14,90,A+,72,43,6,40,65,Average,Average,Average,Average,Average,643,0,0,0,0,"2025-12-11 22:39:50.803","2025-12-11 22:39:50.499",NULL,12,15,20,1,1,0,1,0,0,1,1,5,"Two-Way Wing",9.174443586204568,3.639613008133621,4.592542337499674,SF,PF,,28,12,0,0,0,,NULL,NULL,0,,0,0,10,13,0,,,0,0,0,,0
644,Michael,Simchak,PF,23,5,12,BAYL,Louisiana,USA,2,6-5,16,5,20,7,19,12,50,,16,32,4,31,71,Average,Average,Legacy,Average,Average,644,0,0,1,1,"2022-10-06 22:35:40.323","2023-04-17 23:21:43.161",NULL,17,10,16,0,1,1,0,1,1,1,1,6,All-Around,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
645,Willie,Flowers,PG,23,5,12,BAYL,Arkansas,USA,2,5-11,20,20,11,19,11,3,48,,20,30,5,6,64,Uncooperative,Loyal,Average,Average,Average,645,0,0,1,1,"2022-10-06 22:35:40.923","2023-04-17 23:21:47.814",NULL,20,3,3,0,0,0,0,1,1,0,0,2,"Floor General",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
646,Jesse,Brown,C,23,5,12,BAYL,Kansas,USA,3,6-10,7,12,20,10,13,10,34,,93,35,8,30,63,Average,"Highest bidder",Average,Average,Studious,646,0,0,1,1,"2022-10-06 22:35:41.497","2023-04-17 23:21:45.815",NULL,8,11,12,0,0,0,0,0,1,1,1,3,"Rim Protector",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
647,Thomas,Mcdonald,PG,23,5,12,BAYL,Arkansas,USA,2,6-1,21,22,16,15,9,5,57,B,79,42,6,37,67,Average,Average,Average,Average,Average,647,0,0,0,0,"2024-03-20 14:48:06.358","2024-03-20 14:48:06.358",NULL,22,5,8,1,1,0,1,0,1,1,0,5,"Sharp Shooter",10,5,15,PG,PG,,37,0,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
648,Patrick,Collins,PF,24,6,12,BAYL,Illinois,USA,2,6-8,20,11,11,7,21,4,26,D-,30,34,7,0,61,Average,"Drafted team discount",Average,Average,Average,648,0,0,0,0,"2025-02-17 23:46:33.725","2025-02-17 23:46:33.725",NULL,20,3,8,0,0,0,0,0,0,0,0,0,,0,0,0,PF,SF,,0,0,0,0,0,,NULL,NULL,0,,0,0,18,14,0,,,0,0,0,,0
649,Mark,Ralston,C,23,5,12,BAYL,Arizona,USA,2,6-11,9,7,19,11,21,14,63,B,68,41,8,40,74,Average,"Hates Tags",Average,Average,Average,649,0,0,0,0,"2024-03-20 14:48:04.868","2024-03-20 14:48:04.868",NULL,7,11,21,1,0,1,0,0,1,0,1,4,"Lob Threat",15,0,0,C,C,,40,0,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
650,Bobby,Powers,SG,22,4,12,BAYL,Arkansas,USA,4,6-0,11,19,12,15,13,10,35,C-,51,32,13,31,67,Average,Average,Average,Average,Average,650,0,0,0,0,"2024-03-20 15:56:11.608","2024-03-20 15:56:11.608",NULL,13,13,14,1,0,0,1,1,1,0,0,4,"Mid-Range Magician",0,0,10,SG,SG,,31,0,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
651,Jorge,Gomez,C,23,5,12,BAYL,Iowa,USA,3,7-0,2,12,28,8,29,11,71,B-,87,34,3,27,83,Perfectionist,Average,Average,Average,Average,651,0,0,0,0,"2025-02-17 23:46:30.538","2025-02-17 23:46:30.538",NULL,2,13,14,0,0,1,0,0,0,1,0,2,"Stretch Bigs",15,0,0,C,PF,,27,0,0,0,0,,NULL,NULL,0,,0,0,6,6,0,,,0,0,0,,0
652,Michael,Thomas,SF,24,6,12,BAYL,"South Dakota",USA,2,6-8,16,11,29,15,7,8,77,A+,38,38,5,28,73,Average,Average,Average,Average,Studious,652,0,0,0,0,"2025-12-11 22:40:04.376","2025-12-11 22:40:04.079",NULL,8,14,9,1,0,1,0,0,0,1,0,3,Slasher,15,0,0,SF,SG,PF,13,15,0,0,0,,NULL,NULL,0,,0,0,13,11,0,,,0,0,0,,0
653,Tarek,Bassett,C,23,5,0,,,Montenegro,2,7-0,3,8,10,11,6,6,29,D-,96,34,5,0,38,Perfectionist,Average,Average,Average,Average,653,0,0,0,0,"2025-12-12 00:05:45.224","2025-12-12 00:05:44.916",NULL,2,7,8,0,0,0,0,1,0,0,1,2,"Stretch Bigs",0,0,0,,,,0,0,0,0,366,CHAM,NULL,NULL,0,,0,0,12,17,0,,,0,0,0,,0
654,Tommy,Gainer,SF,23,5,12,BAYL,"New Jersey",USA,3,6-5,17,7,17,15,17,9,94,A-,93,35,7,27,76,Reliable,Average,Average,"Focuses on Max Weight",Average,654,0,0,0,0,"2025-12-11 22:40:06.239","2025-12-11 22:40:05.939",NULL,10,16,17,1,1,0,0,0,1,1,0,4,"Two-Way Wing",15,0,0,SF,SG,PF,0,27,0,0,0,,NULL,NULL,0,,0,0,10,13,0,,,0,0,0,,0
655,Charles,Fisher,PG,23,5,0,,,Senegal,2,6-1,8,14,5,8,8,4,28,D-,63,48,4,0,37,Popular,Average,Average,Average,Average,655,0,0,0,0,"2025-12-12 00:05:10.503","2025-12-12 00:05:10.126",NULL,9,5,7,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,0,0,0,368,SAMO,NULL,NULL,0,,0,0,11,10,0,,,0,0,0,,0
657,Richard,Gibbs,C,23,5,13,BOIS,,Germany,1,7-1,12,7,19,5,16,16,99,,47,28,4,25,68,Average,"Drafted team discount",Average,Average,Average,657,0,0,1,1,"2022-10-06 22:35:47.951","2023-04-17 23:21:57.445",NULL,15,18,17,0,0,0,1,0,0,1,0,2,"Rim Protector",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
658,Adrian,Jackson,C,23,5,13,BOIS,Pennsylvania,USA,2,6-11,14,14,13,8,22,20,78,,51,33,10,25,77,Average,"Championship seeking",Average,Hard-working,Average,658,0,0,1,1,"2022-10-06 22:35:48.527","2023-04-17 23:21:54.135",NULL,14,20,20,1,1,0,1,1,1,0,0,5,"Rim Protector",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
659,Sean,Carr,PF,23,5,13,BOIS,Arizona,USA,2,6-5,17,5,12,14,11,16,61,,64,29,9,25,69,Average,Average,Average,Persistant,Average,659,0,0,1,1,"2022-10-06 22:35:49.107","2023-04-17 23:21:59.101",NULL,18,18,21,0,1,0,0,0,0,0,1,2,"Two-Way Wing",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
660,Timothy,Lamanna,C,23,5,13,BOIS,Alabama,USA,2,7-1,5,5,16,8,13,11,45,C,83,39,3,1,53,Average,Average,Open-Minded,Loud,Average,660,0,0,0,0,"2024-03-20 14:48:15.814","2024-03-20 14:48:15.814",NULL,6,8,14,0,1,1,0,1,1,0,0,4,"Stretch Bigs",0.2913247772905972,0.10529601514166093,0.0485465140132286,C,C,,1,0,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
661,William,Varner,PF,23,5,13,BOIS,Nevada,USA,3,6-6,9,9,15,17,14,14,55,C+,78,31,4,30,69,Average,"Championship seeking",Average,Average,Average,661,0,0,0,0,"2024-03-20 14:48:14.005","2024-03-20 14:48:14.005",NULL,5,14,18,0,1,0,0,0,0,1,0,2,"Two-Way Wing",8.934747733537181,5.48991637566177,1.6874098663908423,SF,PF,C,12,10,8,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
662,William,Montoya,PG,22,4,13,BOIS,Missouri,USA,3,6-1,15,15,16,20,6,9,93,,28,35,19,25,67,Average,Average,Average,Average,Average,662,0,0,1,1,"2022-10-06 22:35:50.844","2023-04-17 23:21:55.783",NULL,14,11,12,0,0,0,0,0,0,0,0,0,"Floor General",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
663,William,Wheat,PF,23,5,13,BOIS,Massachusetts,USA,3,6-6,18,11,8,18,16,10,34,D,27,36,6,32,69,Average,Average,"Prefers to play for a team where he can start immediately",Average,Average,663,0,0,0,0,"2025-02-17 23:46:38.525","2025-02-17 23:46:38.525",NULL,15,13,14,0,0,0,0,1,1,0,0,2,,4.256872058959335,9.028735270662844,3.461487548899186,SF,PF,,25,7,0,0,0,,NULL,NULL,0,,0,0,10,11,0,,,0,0,0,,0
664,Douglas,Susa,PG,23,5,13,BOIS,Colorado,USA,2,5-10,16,18,16,13,4,9,52,B-,75,43,5,39,63,Average,Average,Average,Average,"More likely to get academic probation",664,0,0,0,0,"2025-02-17 23:46:40.019","2025-02-17 23:46:40.019",NULL,14,12,16,0,0,1,0,0,0,0,1,2,"Sharp Shooter",5.431946116901234,6.1961908720235215,4.543202407930181,PG,SG,,26,13,0,0,0,,NULL,NULL,0,,0,0,8,9,0,,,0,0,0,,0
665,Kevin,Carey,C,22,4,13,BOIS,,Canada,3,7-0,12,14,13,14,21,14,82,A+,46,36,12,34,79,"Absent Minded","Drafted team discount",Average,"Trolls on Discord",Average,665,0,0,0,0,"2024-03-20 15:56:13.922","2024-03-20 15:56:13.922",NULL,13,18,18,0,1,0,0,1,1,0,1,4,"Rim Protector",6.06918900097931,5.737209906096986,3.1741547756973687,PF,C,,30,4,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
666,Jimmy,Jacob,PF,23,5,0,,Minnesota,USA,2,6-5,8,9,14,12,9,4,71,A,98,38,2,0,50,Average,"I'm the starter",Average,Average,Average,666,0,0,0,0,"2025-12-12 00:01:12.643","2025-12-12 00:01:12.338",NULL,8,5,9,0,1,0,1,1,1,0,1,5,"Two-Way Wing",0,0,0,,,,0,0,0,0,13,BOIS,NULL,NULL,0,,0,0,11,10,0,,,0,0,0,,0
667,Harvey,Lewis,PF,23,5,13,BOIS,Virginia,USA,4,6-8,15,5,17,19,12,12,97,A+,86,33,17,30,74,"Absent Minded","Hometown hero",Average,"Working-Class mentality","Studies hard",667,0,0,0,0,"2025-12-11 22:40:14.768","2025-12-11 22:40:14.462",NULL,12,15,17,1,0,0,0,1,0,0,0,2,"Pure Defender",6.753622275685349,5.432611144633392,2.526965368263822,C,,,30,0,0,0,0,,NULL,NULL,0,,0,0,9,12,0,,,0,0,0,,0
668,Michael,Horton,PG,23,5,0,,Vermont,USA,2,6-2,7,14,10,8,9,7,29,F,64,32,3,0,43,Average,Average,Average,Average,Studious,668,0,0,0,0,"2025-12-12 00:02:37.690","2025-12-12 00:02:37.324",NULL,5,4,12,0,0,1,1,1,1,0,1,5,"Floor General",0,0,0,,,,0,0,0,0,13,BOIS,NULL,NULL,0,,0,0,2,13,0,,,0,0,0,,0
669,Hoang,Huq,PG,23,5,30,FLA,Georgia,USA,1,6-3,10,16,11,17,7,3,64,C+,24,47,1,19,53,Average,Average,"Prefers to play for a national championship contender",Average,Average,669,0,0,0,0,"2025-12-11 22:43:19.405","2025-12-11 22:43:19.099",NULL,9,5,10,1,1,0,0,1,0,0,1,4,"Sharp Shooter",1.9485796844048813,1.6011131740569917,4.52467312357446,PG,SG,,11,8,0,0,13,BOIS,NULL,NULL,0,,0,0,15,9,0,,,0,0,0,,0
670,John,Agliata,C,23,5,14,BC,Georgia,USA,3,6-10,10,12,18,5,23,20,56,,34,27,13,25,76,"Absent Minded",Average,"Prefers to play for a team with a rich history",Average,Average,670,0,0,1,1,"2022-10-06 22:35:55.571","2023-04-17 23:22:08.454",NULL,9,20,20,1,0,0,0,0,1,0,0,2,"Rim Protector",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
671,Albert,West,PG,23,5,14,BC,"New Hampshire",USA,2,6-4,20,15,14,20,13,13,83,,60,27,7,25,82,Average,Average,Multi-Sport,Average,Average,671,0,0,1,1,"2022-10-06 22:35:56.145","2023-04-17 23:22:10.119",NULL,19,19,16,0,0,0,1,1,1,1,0,4,"Floor General",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
672,Thomas,Luna,PG,23,5,14,BC,"South Dakota",USA,3,5-10,15,11,14,20,9,5,41,,93,33,7,20,60,Selfish,Average,Average,Average,Tutor,672,0,0,1,1,"2022-10-06 22:35:56.732","2023-04-17 23:22:14.110",NULL,11,2,8,1,0,1,1,0,1,0,1,5,"Floor General",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
673,Kevin,Downs,C,22,4,14,BC,Tennessee,USA,3,7-1,14,14,20,9,20,20,91,,79,40,17,25,84,Average,"Drafted team discount",Average,"Track Athlete",Average,673,0,0,1,1,"2022-10-06 22:35:57.312","2023-04-17 23:22:06.789",NULL,14,21,22,0,0,0,0,1,0,1,0,2,"Stretch Bigs",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
674,Martin,Kuh,PG,23,5,14,BC,,Belgium,1,6-1,21,15,7,18,12,6,71,B+,62,32,3,29,65,Uncooperative,"Money motivated",Average,Average,Average,674,0,0,0,0,"2024-03-20 14:48:23.113","2024-03-20 14:48:23.113",NULL,21,10,9,0,0,0,0,1,1,1,0,3,"Floor General",3.309224503544103,8.72725261268885,3.41689575003827,PG,SG,,10,19,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
675,Mauricio,Delgado,PF,23,5,14,BC,"Rhode Island",USA,3,6-6,10,11,14,11,21,10,71,B+,26,38,12,36,68,Average,"Hates Cleveland",Average,Average,Average,675,0,0,0,0,"2024-03-20 14:48:21.303","2024-03-20 14:48:21.303",NULL,11,13,11,0,0,0,0,0,0,0,0,0,"Pure Defender",7.942138808505845,5.236351567613311,3.006868260033677,SF,PF,,30,6,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
676,Robert,Mader,PG,23,5,14,BC,"New Hampshire",USA,3,6-5,21,26,14,14,12,3,95,A+,65,35,4,27,67,Average,"Hates Tags",Average,Average,Average,676,0,0,0,0,"2025-02-17 23:46:46.336","2025-02-17 23:46:46.336",NULL,22,4,4,0,0,0,0,0,0,0,0,0,"Sharp Shooter",3.8909054542754844,7.24917899105945,3.375752172372467,SG,,,27,0,0,0,0,,NULL,NULL,0,,0,0,10,11,0,,,0,0,0,,0
677,Joseph,Dottle,PF,23,5,14,BC,Texas,USA,2,6-6,16,18,15,11,17,7,59,B+,47,36,8,32,67,Average,"Championship seeking",Average,Persistant,"Teacher's Pet",677,0,0,0,0,"2025-02-17 23:46:47.619","2025-02-17 23:46:47.619",NULL,13,8,10,1,1,0,1,1,0,0,1,5,"Two-Way Wing",5.658625463131505,6.852711547474347,3.842160443531174,C,PF,,26,6,0,0,0,,NULL,NULL,0,,0,0,12,10,0,,,0,0,0,,0
678,Edwin,Mintz,PF,21,3,14,BC,Massachusetts,USA,4,6-8,9,10,22,13,15,14,76,,57,32,14,25,71,Average,Average,"Wants that NIL money",Average,Average,678,0,0,1,1,"2022-10-06 22:36:00.193","2023-04-17 23:22:11.780",NULL,4,14,14,1,0,0,0,0,0,0,0,1,"Pure Defender",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
679,Bryce,Morgan,C,23,5,14,BC,"Rhode Island",USA,3,6-9,9,13,8,13,20,11,79,B,98,45,3,28,66,Average,"Drafted team discount",Average,Average,Average,679,0,0,0,0,"2025-12-11 22:40:26.440","2025-12-11 22:40:26.136",NULL,8,13,17,0,0,0,1,0,1,0,1,3,"Rim Protector",3.6123723434240063,4.83126160278708,3.158143959053604,PF,,,28,0,0,0,0,,NULL,NULL,0,,0,0,13,12,0,,,0,0,0,,0
680,Jose,Rocha,PF,23,5,14,BC,,Nicaragua,4,6-7,8,13,15,13,17,11,62,A-,43,46,13,43,69,Average,Average,Average,Persistant,"Studies hard",680,0,0,0,0,"2025-12-11 22:40:24.264","2025-12-11 22:40:23.958",NULL,9,15,13,0,1,0,0,1,1,0,0,3,"Pure Defender",7.619847911910013,5.0954712216894995,3.8066913792163977,C,PF,,30,13,0,0,0,,NULL,NULL,0,,0,0,12,9,0,,,0,0,0,,0
681,Jose,Bond,C,23,5,0,,Mississippi,USA,3,6-11,8,7,9,9,13,12,88,A+,61,42,2,0,54,Disruptive,"Championship seeking",Average,Average,"Never Studies",681,0,0,0,0,"2025-12-12 00:00:28.080","2025-12-12 00:00:27.771",NULL,8,16,16,0,0,0,0,0,1,0,0,1,"Rim Protector",0,0,0,,,,0,0,0,0,14,BC,NULL,NULL,0,,0,0,10,7,0,,,0,0,0,,0
682,Manuel,Centofanti,C,23,5,0,,Iowa,USA,2,7-1,6,11,15,11,8,10,84,A,87,46,5,0,54,Average,Loyal,Average,Average,"Seeks out tutoring",682,0,0,0,0,"2025-12-12 00:00:42.777","2025-12-12 00:00:42.453",NULL,7,11,14,0,1,0,0,1,0,0,0,2,"Stretch Bigs",0,0,0,,,,0,0,0,0,14,BC,NULL,NULL,0,,0,0,14,10,0,,,0,0,0,,0
683,Jason,Harvey,PF,23,5,15,BGSU,Utah,USA,3,6-6,22,11,20,8,20,14,73,,70,24,7,25,80,Average,Average,Average,Average,Average,683,0,0,1,1,"2022-10-06 22:36:03.203","2023-04-17 23:22:20.347",NULL,18,15,16,1,0,1,0,1,0,0,1,4,Slasher,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
684,Daryl,Aman,C,23,5,15,BGSU,Washington,USA,2,6-9,6,7,12,9,12,20,41,,95,33,2,0,59,Popular,Average,Average,Average,Average,684,0,0,1,1,"2022-10-06 22:36:03.784","2023-04-17 23:22:29.027",NULL,5,20,20,0,0,0,0,0,0,0,0,0,"Stretch Bigs",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
685,Warren,Simpson,PF,23,5,15,BGSU,Missouri,USA,1,6-5,12,4,13,4,16,9,41,,91,37,2,0,51,Motivational,Average,Average,Quiet,Average,685,0,0,1,1,"2022-10-06 22:36:04.345","2023-04-17 23:22:32.037",NULL,10,10,10,1,0,0,1,0,0,0,1,3,"Pure Defender",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
686,James,Goettler,C,23,5,15,BGSU,"New Mexico",USA,2,7-1,6,0,18,10,10,11,42,C+,19,37,5,2,54,Average,Average,Open-Minded,Average,Average,686,0,0,0,0,"2024-03-20 14:48:30.479","2024-03-20 14:48:30.479",NULL,9,10,12,1,0,1,0,0,0,0,0,2,"Rim Protector",2,0,0,PF,C,,1,1,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
687,John,Roby,SG,22,4,15,BGSU,,Nigeria,4,5-10,21,18,15,21,4,12,49,,17,39,25,37,72,Average,Average,Average,"Streams too much",Average,687,0,0,1,1,"2022-10-06 22:36:05.505","2023-04-17 23:22:23.668",NULL,18,11,16,1,0,1,1,1,1,1,0,6,All-Around,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
688,William,Edgemon,PG,22,4,15,BGSU,,Greece,4,6-3,17,14,16,20,11,12,82,,18,29,19,28,78,Introvert,Average,Average,Average,Average,688,0,0,1,1,"2022-10-06 22:36:06.078","2023-04-17 23:22:22.009",NULL,17,15,15,1,0,0,1,0,1,1,1,5,"Floor General",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
689,Christopher,Nettnin,C,23,5,15,BGSU,,Germany,4,7-1,11,11,20,15,18,17,82,A-,58,37,15,36,87,Average,Average,Average,"Footwork king",Average,689,0,0,0,0,"2025-02-17 23:46:54.553","2025-02-17 23:46:54.553",NULL,16,21,24,0,0,1,1,1,1,0,0,4,"Lob Threat",15,3,0,C,,,36,0,0,0,0,,NULL,NULL,0,,0,0,10,7,0,,,0,0,0,,0
690,Donald,Deel,C,21,3,15,BGSU,Iowa,USA,3,6-9,8,6,18,12,21,16,73,,18,35,20,19,76,Average,Average,"Prefers to play for a team with a rich history","Streams too much","Takes AP classes",690,0,0,1,1,"2022-10-06 22:36:07.228","2023-04-17 23:22:27.383",NULL,10,17,17,0,0,0,0,0,1,1,0,2,"Rim Protector",0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
