id,player_id,first_name,last_name,position,archetype,team_id,team_abbr,age,year,state,country,height,stars,overall,finishing,shooting2,shooting3,free_throw,ballwork,rebounding,interior_defense,perimeter_defense,potential_grade,pro_potential_grade,stamina,playtime_expectations,minutes,potential,discipline,injury_rating,is_injured,injury_name,injury_type,weeks_of_recovery,injury_reserve,personality,free_agency,recruiting_bias,work_ethic,academic_bias,is_redshirt,is_redshirting,has_graduated,has_progressed,spec_shooting2,spec_shooting3,spec_finishing,spec_free_throw,spec_ballwork,spec_rebounding,spec_interior_defense,spec_perimeter_defense,spec_count,inside_proportion,mid_range_proportion,three_point_proportion,position_one,position_two,position_three,p1_minutes,p2_minutes,p3_minutes,will_declare,previous_team_id,previous_team,will_transfer,leaving_status,transfer_status,transfer_likeliness,recruiting_bias_value,legacy_id,relative_id,notes,relative_type,created_at,updated_at,deleted_at,defense
5631,5631,Alejandro,Ramos,PF,,262,ELON,22,4,Arkansas,USA,6-10,1,32,7,7,1,11,8,6,8,2,D,51,48,1,0,22,11,13,0,,,0,0,Average,Average,Average,Average,Distracted,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:06:16.639","2026-01-28 17:04:02.729",NULL,0
5632,5632,Richard,Roberts,C,,363,CCSU,22,4,,Denmark,6-11,2,39,9,2,10,6,9,8,8,6,F,44,35,7,29,11,9,11,0,,,0,0,Jokester,Average,"Prefers to play in a different state","Footwork king","Didn't come here to play school",0,0,0,1,1,0,0,0,1,1,0,0,3,6.086169587323183,0.9434191370306124,9.506253020660854,PF,,,29,0,0,0,343,PV,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:06:17.076","2025-12-11 23:59:05.953",NULL,0
5642,5642,Jonathan,Moffatt,SG,,344,ALCN,22,4,"New York",USA,6-10,1,38,10,5,7,8,6,9,5,9,A-,53,34,1,0,67,15,8,0,,,0,0,Average,"Hates Tags",Average,Average,Average,0,0,0,1,1,0,1,1,0,1,1,1,6,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:06:21.520","2025-12-11 23:55:55.261",NULL,0
5643,5643,Donald,Mcginnis,PG,,344,ALCN,22,4,Alabama,USA,6-9,1,36,5,6,9,3,7,10,7,9,D+,99,34,1,31,27,15,9,0,,,0,0,Average,Average,"Prefers to play for a team where he can start immediately","Trolls on Discord",Average,0,0,0,1,1,1,0,0,0,0,0,0,2,4.2893177294170455,4.173655178791898,10.558250165954174,PG,SG,,28,3,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:06:21.947","2025-12-11 23:55:54.317",NULL,0
5644,5644,Brian,Manigault,PG,,344,ALCN,22,4,Alabama,USA,7-0,1,37,12,7,10,1,2,9,9,7,D,70,40,1,37,17,8,4,0,,,0,0,Jokester,Average,"Prefers to play in a different state",Average,"Takes AP classes",0,0,0,1,0,0,1,1,0,0,1,0,3,5.906680767990465,3.6574399329939524,8.261036901463207,PG,SG,,25,12,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:06:22.375","2025-12-11 23:55:54.634",NULL,0
5654,5654,Anh,Juan,C,,281,RMU,22,4,,India,6-9,1,34,10,12,4,2,3,7,8,9,D-,44,37,1,0,21,13,6,0,,,0,0,Average,Average,Average,Average,"Takes AP classes",0,0,0,1,1,0,0,1,0,1,0,1,4,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:06:26.883","2026-01-28 17:04:16.607",NULL,0
5655,5655,Christopher,Bera,C,,62,MINN,22,4,Illinois,USA,7-0,1,38,7,9,8,1,8,11,9,3,C-,45,43,1,0,30,15,10,0,,,0,0,Extroverted,Average,"Prefers to play for an up-and-coming team",Average,Average,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,,,,0,0,0,0,345,SOU,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:06:27.314","2026-01-14 22:39:55.998",NULL,0
5656,5656,Jesus,Bueno,SG,,345,SOU,22,4,Massachusetts,USA,6-9,1,40,9,14,5,8,7,10,8,3,D-,45,46,1,15,27,6,12,0,,,0,0,Average,Loyal,"Prefers to play for an up-and-coming team",Average,Average,0,0,0,1,1,0,0,0,1,0,0,0,2,2.2615671063673157,3.1253242920678765,0.6788377346360189,SG,,,15,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:06:27.748","2025-12-11 23:56:02.594",NULL,0
5666,5666,Gary,Han,SF,,0,,22,4,,India,6-11,1,40,7,8,8,14,6,7,9,11,D,20,39,1,0,24,9,10,0,,,0,0,"Book Worm",Average,Average,Average,"Naturally book smart",0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,,,,0,0,0,0,346,AAMU,NULL,NULL,2,Medium,0,0,0,,0,"2023-04-18 14:06:32.200","2026-01-07 22:51:54.235",NULL,0
5667,5667,Christopher,Sarkissian,SF,,0,,22,4,Iowa,USA,6-10,1,33,5,11,10,3,7,10,3,4,D+,54,37,1,0,28,13,7,0,,,0,0,Average,Average,Legacy,"Film Room Genius",Average,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,,,,0,0,0,0,0,,NULL,NULL,2,Low,0,0,0,,0,"2023-04-18 14:06:32.630","2026-01-07 22:51:54.967",NULL,0
5668,5668,Son,Guerrero,PF,,21,CINC,22,4,Mississippi,USA,7-0,1,29,7,9,2,7,3,6,5,10,F,45,35,1,0,2,10,13,0,,,0,0,Average,Average,Average,Average,Average,0,0,0,1,0,0,0,1,1,1,0,1,4,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:06:33.061","2026-02-14 22:01:04.773",NULL,0
5678,5678,Sushil,Singh,PG,,0,,22,4,Florida,USA,7-1,1,35,9,7,9,5,2,11,7,6,F,48,45,1,0,14,12,14,0,,,0,0,Motivation,Average,Average,Hard-working,Average,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,,,,0,0,0,0,347,UAPB,NULL,NULL,2,Medium,0,0,0,,0,"2023-04-18 14:06:37.552","2026-01-07 22:51:55.737",NULL,0
5679,5679,James,Hecht,SF,,177,DRKE,22,4,,Denmark,7-1,1,26,4,10,3,4,5,2,11,10,D-,57,40,1,0,22,8,13,0,,,0,0,Average,Average,Average,Average,Average,0,0,0,1,0,1,0,1,1,0,0,1,4,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:06:37.994","2026-01-28 17:04:41.376",NULL,0
5680,5680,David,Mckeithan,SG,,347,UAPB,22,4,"District of Columbia",USA,6-10,1,38,6,11,3,4,6,12,4,13,B,27,39,1,12,52,11,15,0,,,0,0,Average,"Hometown hero",Legacy,Average,"Loves Learning",0,0,0,1,0,0,0,1,0,0,0,0,1,1.3311493692465113,4.043699561884285,0.5742422906933647,SF,,,12,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:06:38.422","2025-12-11 23:56:18.721",NULL,0
5690,5690,Joshua,Rush,PG,,30,FLA,22,4,,Portugal,6-11,1,33,8,4,1,12,4,9,7,8,D,45,43,1,0,21,12,10,0,,,0,0,Average,Average,"Prefers to play for a national championship contender","Center of Attention",Average,0,0,0,1,1,0,0,1,1,0,0,1,4,0,0,0,,,,0,0,0,0,348,FAMU,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:06:42.895","2026-01-14 22:40:02.066",NULL,0
5691,5691,Larry,Harold,PF,,348,FAMU,22,4,"New Mexico",USA,7-0,2,45,8,8,8,11,9,9,12,9,F,55,43,5,0,22,10,13,0,,,0,0,Average,Average,Average,Average,Average,0,0,0,1,0,0,0,1,1,0,1,1,4,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:06:43.334","2025-12-11 23:56:31.526",NULL,0
5692,5692,Seung,Thao,SG,,319,LR,22,4,Mississippi,USA,7-0,1,29,5,6,5,11,5,6,5,8,D-,46,45,1,0,19,12,9,0,,,0,0,Average,Average,Average,Average,"Sits at the front of the class",0,0,0,1,0,0,1,0,1,1,0,1,4,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:06:43.762","2026-01-30 00:14:39.650",NULL,0
5701,5701,Harry,Wells,C,,0,,22,4,Pennsylvania,USA,6-10,2,40,6,10,7,10,10,7,9,8,D,50,40,6,0,33,11,9,0,,,0,0,Frail,Average,Average,Average,"Naturally book smart",0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,C,,,0,0,0,0,0,,NULL,NULL,2,Low,0,0,0,,0,"2023-04-18 14:06:47.858","2026-01-07 22:51:58.125",NULL,0
5702,5702,Lyle,Omara,PG,,349,ALST,22,4,Montana,USA,6-11,1,38,12,4,5,1,7,10,7,5,D+,45,48,1,0,28,9,12,0,,,0,0,Average,Average,"Prefers to play for a team with a rich history",Average,Average,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:06:48.284","2025-12-11 23:56:42.913",NULL,0
5703,5703,Stephen,Tomblin,PF,,267,NE,22,4,,Canada,7-0,1,33,8,1,5,8,14,2,9,1,F,3,42,1,0,28,12,13,0,,,0,0,Disruptive,"Hates Tags","Prefers to play in a different state",Average,Average,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,,,,0,0,0,0,349,ALST,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:06:48.722","2026-01-14 22:41:33.815",NULL,0
5704,5704,Dennis,Serrano,SF,,349,ALST,22,4,Arizona,USA,7-1,2,46,13,11,5,10,13,6,7,5,C-,47,44,8,12,27,8,11,0,,,0,0,Disruptive,Average,Average,Average,"More likely to get academic probation",0,0,0,1,1,0,1,1,1,0,1,0,5,2.4013250114378315,2.7547716523108,0.5674524840944526,SF,PF,,2,10,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:06:49.183","2025-12-11 23:56:40.730",NULL,0
5714,5714,Gregory,Weiler,PF,,350,TXSO,22,4,Idaho,USA,7-0,1,36,10,4,8,5,11,1,6,13,F,10,39,1,0,19,11,7,0,,,0,0,"Book Worm",Average,"Prefers to play for a team where he can start immediately",Average,Average,0,0,0,1,0,1,0,0,0,1,0,1,3,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:06:53.795","2025-12-11 23:56:57.419",NULL,0
5715,5715,Edward,Brent,PF,,350,TXSO,22,4,"New Mexico",USA,7-0,1,30,5,1,3,7,11,5,10,3,F,41,46,1,0,5,9,17,0,,,0,0,Average,Average,Legacy,Average,Average,0,0,0,1,0,0,0,1,1,0,1,0,3,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:06:54.223","2025-12-11 23:56:58.049",NULL,0
5716,5716,Girish,Luu,SG,,350,TXSO,22,4,Arizona,USA,6-11,1,35,9,7,2,10,5,9,1,11,F,54,45,1,0,1,12,15,0,,,0,0,Average,"Hometown hero",Average,Complacent,Average,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:06:54.651","2025-12-11 23:56:57.744",NULL,0
5726,5726,Paul,Brown,SF,,351,MSVU,22,4,Missouri,USA,7-0,1,37,1,7,5,17,7,12,4,13,D+,52,35,1,0,34,11,12,0,,,0,0,Impatient,Average,"Prefers to be close to home",Average,"Didn't come here to play school",0,0,0,1,0,0,0,1,0,1,1,0,3,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:06:59.112","2025-12-11 23:57:05.215",NULL,0
5727,5727,Marlon,Dorsey,C,,351,MSVU,22,4,Indiana,USA,7-0,2,39,6,5,3,5,11,11,4,11,F,8,37,8,17,11,14,7,0,,,0,0,Average,Average,Average,Average,Average,0,0,0,1,0,0,0,0,0,0,0,0,0,3.267688583169039,2.3587008860756247,3.6206751161993758,PF,,,17,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:06:59.555","2025-12-11 23:57:04.898",NULL,0
5728,5728,Douglas,Mosser,PF,,220,SDAK,22,4,,Portugal,6-9,1,31,4,8,9,2,10,3,8,9,D,51,38,1,0,28,8,12,0,,,0,0,Average,Average,Average,Average,Average,0,0,0,1,0,1,1,0,1,1,1,0,5,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:06:59.983","2026-01-28 17:05:04.407",NULL,0
5738,5738,Abel,Cordero,PF,,304,NCCU,22,4,Tennessee,USA,6-10,1,34,6,11,11,5,11,3,5,6,F,15,43,1,0,19,6,11,0,,,0,0,Frail,Average,Average,"Track Athlete","Sits at the back of the class",0,0,0,1,0,1,0,1,1,0,0,0,3,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:07:04.425","2026-01-28 17:05:09.662",NULL,0
5739,5739,Jose,Reynoso,SF,,267,NE,22,4,Indiana,USA,7-1,1,19,3,4,5,9,3,2,5,6,D-,42,40,1,0,18,12,9,0,,,0,0,Average,Average,Average,Average,Average,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:07:04.853","2026-01-28 17:05:16.763",NULL,0
5740,5740,Samuel,Ma,SG,,352,JXST,22,4,"West Virginia",USA,7-0,1,33,2,3,12,4,6,10,5,13,C-,52,40,1,0,27,9,11,0,,,0,0,Average,Average,Average,"Film Room Genius",Average,0,0,0,1,1,0,0,0,0,0,1,1,3,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:07:05.283","2025-12-11 23:57:18.070",NULL,0
5750,5750,Bruce,Hildebrand,C,,36,GAST,22,4,Ohio,USA,7-0,1,30,9,2,11,10,5,1,9,7,F,48,39,1,0,15,7,10,0,,,0,0,Average,"Championship seeking",Average,"Footwork king",Average,0,0,0,1,1,0,0,0,1,0,1,1,4,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:07:09.723","2026-01-28 17:05:25.205",NULL,0
5751,5751,Douglas,Shilleh,SG,,46,KENT,22,4,,Sweden,6-10,1,36,6,4,9,12,11,3,11,6,D,9,48,1,0,13,14,10,0,,,0,0,Selfish,"I'm the starter","Prefers to play for a national championship contender",Average,Average,0,0,0,1,1,1,0,0,0,0,1,0,3,0,0,0,,,,0,0,0,0,353,HART,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:07:10.164","2026-01-28 17:05:39.114",NULL,0
5752,5752,Gregory,Bracey,SF,,130,WYOM,22,4,,Spain,6-10,1,27,1,5,5,9,3,10,3,11,D+,58,32,1,0,19,5,7,0,,,0,0,Disruptive,"Wants extensions","Prefers to play for a national championship contender","Working-Class mentality",Average,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,33,FRES,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:07:10.596","2026-01-28 17:05:46.228",NULL,0
5762,5762,Shaun,Nigh,SF,,354,CHST,22,4,Utah,USA,6-10,1,44,10,18,6,7,11,4,6,12,B-,82,37,1,0,69,14,10,0,,,0,0,Average,Average,Average,Average,"Studies hard",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:07:15.095","2025-12-11 23:57:41.538",NULL,0
5763,5763,Alfred,Henton,SG,,354,CHST,22,4,Iowa,USA,7-0,1,43,5,13,14,8,12,5,11,9,D,48,48,1,28,28,8,12,0,,,0,0,Abrasive,"Championship seeking",Average,Average,"Borderline failing",0,0,0,1,0,0,0,1,1,0,0,0,2,1.667950204494888,5.4529057851500715,3.392411237519775,PG,SG,,3,25,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:07:15.532","2025-12-11 23:57:39.336",NULL,0
5764,5764,George,Anthony,SG,,351,MSVU,22,4,,Haiti,7-1,1,38,13,6,12,9,8,1,10,5,C,64,45,1,0,33,14,7,0,,,0,0,Focused,Adversarial,"Prefers to play for an up-and-coming team",Average,Average,0,0,0,1,0,1,1,1,1,0,1,0,5,0,0,0,,,,0,0,0,0,354,CHST,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:07:15.974","2026-01-14 22:44:05.548",NULL,0
5774,5774,John,Gillespie,PF,,237,LAF,22,4,Hawaii,USA,7-0,1,33,6,1,9,5,6,9,10,5,F,70,36,1,0,24,10,12,0,,,0,0,Dramatic,"Highest bidder",Average,Average,Average,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:07:20.453","2026-01-28 17:06:00.202",NULL,0
5775,5775,George,Granger,C,,0,,22,4,Washington,USA,6-9,1,35,7,10,9,2,2,8,10,12,D+,41,34,1,0,22,17,11,0,,,0,0,Average,Average,"Prefers to play for a specific coach",Average,Average,0,0,0,1,0,0,0,1,0,1,1,0,3,0,0,0,,,,0,0,0,0,0,,NULL,NULL,2,Medium,"Hyung Patel",0,0,,0,"2023-04-18 14:07:20.889","2026-01-07 22:53:42.764",NULL,0
5776,5776,Cam,Pan,C,,0,,22,4,,Indonesia,6-11,1,31,3,15,5,8,14,1,5,4,B-,8,43,1,0,49,11,8,0,,,0,0,Average,Average,Average,Average,Average,0,0,0,1,0,1,1,0,1,0,1,0,4,0,0,0,,,,0,0,0,0,0,,NULL,NULL,2,Medium,0,0,0,,0,"2023-04-18 14:07:21.316","2026-01-07 22:53:43.527",NULL,0
5786,5786,Adan,Romero,SF,,0,,22,4,,Uruguay,6-9,1,22,3,7,8,12,5,2,2,4,D,50,36,1,0,17,12,7,0,,,0,0,Reserved,"Wants extensions",Average,Average,Average,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,NULL,NULL,2,High,0,0,0,,0,"2023-04-18 14:07:25.750","2026-01-07 22:53:44.272",NULL,0
5787,5787,Mark,Kelly,PG,,0,,22,4,"New Hampshire",USA,6-11,1,36,7,8,12,4,10,5,10,3,D+,44,39,1,0,24,6,8,0,,,0,0,Average,"I'm the starter",Average,Average,Average,0,0,0,1,1,0,0,0,1,1,1,1,5,0,0,0,,,,0,0,0,0,0,,NULL,NULL,2,Medium,0,0,0,,0,"2023-04-18 14:07:26.178","2026-01-07 22:53:45.491",NULL,0
5788,5788,Juan,Carmenate,PG,,356,SHU,22,4,Ohio,USA,6-11,2,43,3,11,8,11,15,6,8,11,C,42,40,6,12,34,7,14,0,,,0,0,Average,Average,Average,"Film Room Genius","Borderline failing",0,0,0,1,1,1,0,0,1,1,1,0,5,0.8917523749399543,2.6857384517357237,1.3525346510102674,SG,,,12,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:07:26.605","2025-12-11 23:57:57.374",NULL,0
5798,5798,Eugene,Kron,SG,,281,RMU,22,4,"South Carolina",USA,6-10,1,34,4,4,6,9,6,8,10,10,D+,48,46,1,0,20,9,9,0,,,0,0,Motivation,Average,"Prefers to play for a specific coach",Average,Average,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,,,,0,0,0,0,357,LEM,NULL,NULL,0,,"Daniel Wood",0,0,,0,"2023-04-18 14:07:31.054","2026-01-28 17:06:14.594",NULL,0
5799,5799,Kenneth,Logan,SF,,0,,22,4,"West Virginia",USA,6-11,1,42,3,10,7,8,12,12,6,9,D+,50,36,1,0,23,8,13,0,,,0,0,Dramatic,Average,Average,Average,Average,0,0,0,1,0,1,0,1,1,1,0,0,4,0,0,0,,,,0,0,0,0,357,LEM,NULL,NULL,2,High,0,0,0,,0,"2023-04-18 14:07:31.483","2026-01-07 22:53:48.339",NULL,0
5800,5800,David,Garcia,C,,157,STET,22,4,,Belize,7-0,1,38,11,2,4,6,10,5,6,10,D-,42,39,1,0,24,10,11,0,,,0,0,Disruptive,Average,Average,Average,Tutor,0,0,0,1,0,0,0,0,1,1,0,1,3,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:07:31.913","2026-01-30 00:14:58.378",NULL,0
5810,5810,Timothy,Martin,PF,,358,FDU,22,4,,Bulgaria,6-9,1,33,10,2,12,5,2,6,12,7,F,29,42,1,0,14,13,11,0,,,0,0,"Book Worm",Average,Average,Average,Average,0,0,0,1,0,1,1,1,1,0,1,0,5,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:07:36.381","2025-12-11 23:58:16.821",NULL,0
5811,5811,Xiang,Beery,PG,,187,LAS,22,4,Tennessee,USA,7-0,1,32,11,10,6,6,4,3,4,10,F,46,45,1,0,20,11,10,0,,,0,0,Average,Average,"Prefers to be close to home",Average,Average,0,0,0,1,0,0,1,0,1,1,0,1,4,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:07:36.819","2026-01-28 17:06:24.360",NULL,0
5812,5812,James,Wardell,SG,,202,PAC,22,4,Vermont,USA,7-1,1,23,4,6,4,3,6,5,2,6,D,51,48,1,0,22,4,16,0,,,0,0,Average,Loyal,"Prefers to be close to home","Gym Rat",Average,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:07:37.250","2026-01-28 17:06:36.637",NULL,0
5822,5822,Charles,Gray,PF,,316,LIN,22,4,Virginia,USA,6-9,1,32,11,7,5,10,2,7,3,8,F,46,36,1,0,18,9,11,0,,,0,0,Average,Average,Average,Average,Average,0,0,0,1,1,1,1,0,1,0,0,1,5,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:07:41.689","2026-01-28 17:06:50.992",NULL,0
5823,5823,Robert,Mcconnell,C,,359,STO,22,4,,Austria,7-0,3,47,12,9,7,6,9,11,10,7,D-,13,44,11,39,17,11,5,0,,,0,0,Average,"Hates Cleveland",Average,"Film Room Genius","Takes AP classes",0,0,0,1,0,0,0,0,0,0,0,0,0,7.082606368642317,5.544953083919605,3.003159775951479,C,PF,,26,13,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:07:42.128","2025-12-11 23:58:22.084",NULL,0
5824,5824,Willie,Mccoy,C,,0,,22,4,Washington,USA,6-11,1,30,12,5,2,5,7,2,6,5,F,40,37,1,0,17,9,13,0,,,0,0,"Absent Minded","Drafted team discount",Average,Average,Average,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,NULL,NULL,2,High,0,0,0,,0,"2023-04-18 14:07:42.556","2026-01-07 22:53:52.096",NULL,0
5834,5834,Lakshmi,Lam,PG,,0,,22,4,"West Virginia",USA,6-10,2,41,11,5,11,10,8,8,2,10,F,41,34,6,0,12,20,6,0,,,0,0,Average,Average,Average,Average,"Skips classes often",0,0,0,1,1,1,0,1,0,1,0,0,4,0,0,0,,,,0,0,0,0,0,,NULL,NULL,2,,0,0,0,,0,"2023-04-18 14:07:47.036","2026-01-07 22:53:53.321",NULL,0
5835,5835,Jose,Rico,C,,212,SIU,22,4,Texas,USA,7-0,1,42,9,3,9,11,6,12,8,9,D+,54,37,1,0,37,9,10,0,,,0,0,Average,"Hometown hero",Average,Average,Average,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:07:47.469","2026-01-30 00:15:11.002",NULL,0
5836,5836,William,Nguyen,PG,,0,,22,4,,"North Korea",7-1,1,36,5,12,5,12,14,2,7,5,D,74,39,1,0,34,13,11,0,,,0,0,Average,Average,Average,Average,Average,0,0,0,1,0,0,0,1,1,1,0,0,3,0,0,0,,,,0,0,0,0,0,,NULL,NULL,2,Medium,0,0,0,,0,"2023-04-18 14:07:47.897","2026-01-07 22:53:54.077",NULL,0
5846,5846,William,Hall,PF,,364,UOG,22,4,"South Dakota",USA,7-1,2,41,9,4,9,11,10,10,3,5,D-,61,32,8,0,21,10,9,0,,,0,0,Average,Average,Average,Average,Average,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,,,,0,0,0,0,361,LIU,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:07:52.355","2026-01-28 17:07:06.964",NULL,0
5847,5847,Clifford,Marston,PG,,56,MEMP,22,4,,Iceland,7-0,1,34,6,11,7,9,2,9,5,11,D-,51,36,1,0,18,16,5,0,,,0,0,Average,Average,"Prefers to play for a national championship contender",Average,Average,0,0,0,1,0,0,1,0,1,1,1,0,4,0,0,0,,,,0,0,0,0,361,LIU,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:07:52.783","2026-01-14 22:44:23.985",NULL,0
5848,5848,Chris,Krehbiel,SG,,361,LIU,22,4,"Rhode Island",USA,7-0,1,41,10,4,14,5,8,8,2,14,C+,41,48,1,18,43,16,11,0,,,0,0,Average,Average,Average,Complacent,"Values academics",0,0,0,1,0,1,0,1,0,1,0,1,4,2.962235732612302,1.293956463434267,2.458321392548659,SG,,,18,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:07:53.221","2025-12-11 23:58:45.167",NULL,0
5858,5858,John,Lewis,SG,,0,,22,4,,Cameroon,6-11,2,47,13,12,15,5,7,10,4,11,B-,41,47,4,0,49,10,14,0,,,0,0,Average,"Will eventually play for LeBron",Average,Average,Average,0,0,0,1,1,1,0,0,1,1,0,1,5,0,0,0,,,,0,0,0,0,362,MRMK,NULL,NULL,2,Medium,0,0,0,,0,"2023-04-18 14:07:57.676","2026-01-07 22:53:56.786",NULL,0
5859,5859,Erik,Hatcher,C,,350,TXSO,22,4,Maine,USA,6-10,1,26,3,5,9,11,5,7,3,3,F,14,37,1,0,27,8,10,0,,,0,0,Average,Average,Average,Average,Average,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 14:07:58.104","2026-01-28 17:07:27.785",NULL,0
5860,5860,David,Trujillo,SG,,0,,22,4,Wyoming,USA,6-10,1,29,9,6,3,1,9,1,3,11,F,52,37,1,0,6,10,15,0,,,0,0,Average,Average,Average,Average,Average,0,0,0,1,0,0,1,1,0,0,1,1,4,0,0,0,,,,0,0,0,0,362,MRMK,NULL,NULL,2,High,0,0,0,,0,"2023-04-18 14:07:58.544","2026-01-07 22:53:57.562",NULL,0
5870,5870,Gabriel,Calderon,SG,,303,NORF,22,4,,Peru,7-1,1,22,1,6,10,3,5,7,3,3,F,9,46,1,0,19,13,9,0,,,0,0,Average,Average,Average,"Trolls on Discord",Average,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 15:34:50.177","2026-01-30 00:15:28.479",NULL,0
5871,5871,William,Koban,PG,,363,CCSU,22,4,,Hungary,6-10,1,39,9,13,10,1,2,9,10,12,D-,32,44,1,0,28,8,15,0,,,0,0,Average,Average,Average,Average,Average,0,0,0,1,1,0,0,0,1,1,0,1,4,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,0,,0,"2023-04-18 15:34:50.715","2025-12-11 23:59:08.098",NULL,0
