GameID,Season,Week,Letter,Match Type,Home Team Rank,Home Team,Away Team,AwayTeamRank,Conference Game,Neutral Site,Invitational,Conference Tournament,CBI,NIT,Tournament,National Champ,Listed Coach,Other Coach,Arena,City,State,GameTitle,Info,NextGameID,HoA
14603,2025,3,A,OOC,,DRKE,UNCO,,0,0,0,0,0,0,0,0,AI,AI,Knapp Center,Des Moines,IA,,,0,
14604,2025,3,A,OOC,,DUKE,OHST,,0,0,0,0,0,0,0,0,AI,AI,Cameron Indoor Stadium,Durham,NC,,,0,
14605,2025,3,A,OOC,,DUQ,W&M,,0,0,0,0,0,0,0,0,AI,AI,UPMC Cooper Fieldhouse,Pittsburgh,PA,,,0,
14606,2025,3,A,OOC,,ECU,UVA,,0,0,0,0,0,0,0,0,ObliviousLAX,Wahoo,Williams Arena at Minges Coliseum,Greenville,NC,,,0,
14607,2025,3,A,OOC,,EIU,NDSU,,0,0,0,0,0,0,0,0,AI,AI,Lantz Arena,Charleston,IL,,,0,
14608,2025,3,A,OOC,,ETAM,USD,,0,0,0,0,0,0,0,0,AI,AI,East TX A&M,Commerce,TX,,,0,
14609,2025,3,A,OOC,,ETSU,LAM,,0,0,0,0,0,0,0,0,AI,AI,Freedom Hall Civic Center,Johnson City,TN,,,0,
14610,2025,3,A,OOC,,EVAN,LUC,,0,0,0,0,0,0,0,0,AI,TheRealJT,Ford Center,Evansville,IN,,,0,
14611,2025,3,A,OOC,,EWU,CHAM,,0,0,0,0,0,0,0,0,David VanHousen,AI,Reese Court,Cheney,WA,,,0,
14612,2025,3,A,OOC,,FAIR,LT,,0,0,0,0,0,0,0,0,AI,AI,Leo D. Mahoney Arena,Fairfield,CT,,,0,
14613,2025,3,A,OOC,,FAU,MIAF,,0,0,0,0,0,0,0,0,AI,AI,FAU Arena,Boca Raton,FL,,,0,
14614,2025,3,A,OOC,,FDU,JMU,,0,0,0,0,0,0,0,0,AI,AI,Rothman Center,Teaneck,NJ,,,0,
14615,2025,3,A,OOC,,FGCU,TLDO,,0,0,0,0,0,0,0,0,AI,AI,Alico Arena,Fort Myers,FL,,,0,
14616,2025,3,A,OOC,,FLA,UCF,,0,0,0,0,0,0,0,0,AI,AI,O'Connell Center,Gainesville,FL,,,0,
14617,2025,3,A,OOC,,FOR,PITT,,0,0,0,0,0,0,0,0,AI,AI,Rose Hill Gymnasium,NY,NY,,,0,
14618,2025,3,A,OOC,,FRES,UNCA,,0,0,0,0,0,0,0,0,AI,AI,Save Mart Center,Fresno,CA,,,0,
14619,2025,3,A,OOC,,FSU,UNF,,0,0,0,0,0,0,0,0,AI,AI,Donald L. Tucker Civic Center,Tallahassee,FL,,,0,
14620,2025,3,A,OOC,,FUR,ELON,,0,0,0,0,0,0,0,0,AI,AI,Timmons Arena,Greenville,SC,,,0,
14621,2025,3,A,OOC,,GAST,SCST,,0,0,0,0,0,0,0,0,AI,AI,GA State Convocation Center,Atlanta,GA,,,0,
14622,2025,3,A,OOC,,GCU,AZST,,0,0,0,0,0,0,0,0,AI,AI,GCU Arena,Phoenix,AZ,,,0,
14623,2025,3,A,OOC,,GEOT,UTAH,,0,0,0,0,0,0,0,0,AI,SageBow,Capital One Arena,"WA, DC",DC,,,0,
14624,2025,3,A,OOC,,HART,BU,,0,0,0,0,0,0,0,0,AI,AI,Chase Arena,West Hartford,CT,,,0,
14625,2025,3,A,OOC,,HARV,URI,,0,0,0,0,0,0,0,0,AI,AI,Lavietes Pavilion,Cambridge,MA,,,0,
14626,2025,3,A,OOC,,HC,NORF,,0,0,0,0,0,0,0,0,AI,AI,Hart Center,Worcester,MA,,,0,
14627,2025,3,A,OOC,,HCU,OKLA,,0,0,0,0,0,0,0,0,AI,AI,Sharp Gymnasium,Houston,TX,,,0,
14628,2025,3,A,OOC,,IAST,XAV,,0,0,0,0,0,0,0,0,AI,AI,Hilton Coliseum,Ames,IA,,,0,
14629,2025,3,A,OOC,,IDHO,CSUF,,0,0,0,0,0,0,0,0,AI,AI,ID Central Credit Union Arena,Moscow,ID,,,0,
14630,2025,3,A,OOC,,ILST,KCU,,0,0,0,0,0,0,0,0,Ape,AI,CEFCU Arena,Normal,IL,,,0,
14631,2025,3,A,OOC,,JOES,LIP,,0,0,0,0,0,0,0,0,AI,AI,Hagan Arena,Philadelphia,PA,,,0,
14632,2025,3,A,OOC,,KENT,SEMO,,0,0,0,0,0,0,0,0,AI,AI,Memorial Athletic and Convocation Center,Kent,OH,,,0,
14633,2025,3,A,OOC,,KSST,PROV,,0,0,0,0,0,0,0,0,AI,AI,Bramlage Coliseum,Manhattan,KS,,,0,
14634,2025,3,A,OOC,,LAS,SIE,,0,0,0,0,0,0,0,0,AI,AI,Tom Gola Arena,Philadelphia,PA,,,0,
14635,2025,3,A,OOC,,LEM,CSUB,,0,0,0,0,0,0,0,0,AI,AI,Ted Grant Court,DeWitt,NY,,,0,
14636,2025,3,A,OOC,,LIN,SDAK,,0,0,0,0,0,0,0,0,AI,AI,Robert F. Hyland Performance Arena,St. Charles,MO,,,0,
14637,2025,3,A,OOC,,LIU,EMU,,0,0,0,0,0,0,0,0,AI,AI,Steinberg Wellness Center,Brooklyn,NY,,,0,
14638,2025,3,A,OOC,,L-MD,GMU,,0,0,0,0,0,0,0,0,AI,AI,Reitz Arena,Baltimore,MD,,,0,
14639,2025,3,A,OOC,,LONG,UNA,,0,0,0,0,0,0,0,0,AI,AI,Willett Hall,Farmville,VA,,,0,
14640,2025,3,A,OOC,,LOU,WKU,,0,0,0,0,0,0,0,0,kmatt,AI,KFC Yum! Center,Louisville,KY,,,0,
14641,2025,3,A,OOC,,LSU,FIU,,0,0,0,0,0,0,0,0,AI,AI,Pete Maravich Assembly Center,Baton Rouge,LA,,,0,
14642,2025,3,A,OOC,,LU,VT,,0,0,0,0,0,0,0,0,AI,AI,Liberty Arena,Lynchburg,VA,,,0,
14643,2025,3,A,OOC,,MCN,UTM,,0,0,0,0,0,0,0,0,AI,AI,The Legacy Center,Lake Charles,LA,,,0,
14644,2025,3,A,OOC,,ME,CSUN,,0,0,0,0,0,0,0,0,AI,AI,Cross Insurance Center,Orono,ME,,,0,
14645,2025,3,A,OOC,,MER,FAMU,,0,0,0,0,0,0,0,0,AI,AI,Hawkins Arena,Macon,GA,,,0,
14646,2025,3,A,OOC,,MICH,TAR,,0,0,0,0,0,0,0,0,AI,AI,Crisler Center,Ann Arbor,MI,,,0,
14647,2025,3,A,OOC,,MILW,UNOM,,0,0,0,0,0,0,0,0,AI,AI,UW–Milwaukee Panther Arena,Milwaukee,WI,,,0,
14648,2025,3,A,OOC,,MINN,YALE,,0,0,0,0,0,0,0,0,AI,AI,Williams Arena,Minneapolis,MN,,,0,
14649,2025,3,A,OOC,,MISS,ULM,,0,0,0,0,0,0,0,0,AI,AI,The Sandy and John Black Pavilion at Ole Miss,Oxford,MS,,,0,
14650,2025,3,A,OOC,,MIST,CAN,,0,0,0,0,0,0,0,0,AI,AI,Breslin Student Events Center,East Lansing,MI,,,0,
14651,2025,3,A,OOC,,MIZZ,OKST,,0,0,0,0,0,0,0,0,AI,AI,Mizzou Arena,Columbia,MO,,,0,
14652,2025,3,A,OOC,,MONM,MIAO,,0,0,0,0,0,0,0,0,AI,AI,OceanFirst Bank Center,West Long Branch,NJ,,,0,
14653,2025,3,A,OOC,,MONT,CSU,,0,0,0,0,0,0,0,0,AI,AI,Dahlberg Arena,Missoula,MT,,,0,
14654,2025,3,A,OOC,,MOST,INST,,0,0,0,0,0,0,0,0,AI,AI,Great Southern Bank Arena,Springfield,MO,,,0,
14655,2025,3,A,OOC,,MRMK,HP,,0,0,0,0,0,0,0,0,AI,AI,Hammel Court,North Andover,MA,,,0,
14656,2025,3,A,OOC,,MRSH,UNO,,0,0,0,0,0,0,0,0,AI,AI,Cam Henderson Center,Huntington,WV,,,0,
14657,2025,3,A,OOC,,MSM,IOWA,,0,0,0,0,0,0,0,0,AI,AI,Knott Arena,Emmitsburg,MD,,,0,
14658,2025,3,A,OOC,,MSVU,MSST,,0,0,0,0,0,0,0,0,AI,AI,Harrison HPER Complex,Itta Bena,MS,,,0,
14659,2025,3,A,OOC,,MTST,LMU,,0,0,0,0,0,0,0,0,AI,AI,Brick Breeden Fieldhouse,Bozeman,MT,,,0,
14660,2025,3,A,OOC,,NAVY,PORT,,0,0,0,0,0,0,0,0,AI,AI,Alumni Hall,Annapolis,MD,,,0,
14661,2025,3,A,OOC,,ND,WICH,,0,0,0,0,0,0,0,0,AI,AI,Edmund P. Joyce Center,South Bend,IN,,,0,
14662,2025,3,A,OOC,,NEV,AKRN,,0,0,0,0,0,0,0,0,AI,AI,Lawlor Events Center,Reno,NV,,,0,
14663,2025,3,A,OOC,,NICH,SPU,,0,0,0,0,0,0,0,0,AI,AI,Stopher Gymnasium,Thibodaux,LA,,,0,
14664,2025,3,A,OOC,,NIU,NW,,0,0,0,0,0,0,0,0,AI,AI,Convocation Center,DeKalb,IL,,,0,
14665,2025,3,A,OOC,,NKU,TLNE,,0,0,0,0,0,0,0,0,AI,kgreene829,Truist Arena,Highland Heights,KY,,,0,
14666,2025,3,A,OOC,,NMSU,DETM,,0,0,0,0,0,0,0,0,AI,AI,Pan American Center,Las Cruces,NM,,,0,
14667,2025,3,A,OOC,,NWST,LBSU,,0,0,0,0,0,0,0,0,AI,AI,Prather Coliseum,Natchitotches,LA,,,0,
14668,2025,3,A,OOC,,OAK,CCU,,0,0,0,0,0,0,0,0,AI,AI,Athletics Center O'rena,Rochester,MI,,,0,
14669,2025,3,A,OOC,,ORST,MAN,,0,0,0,0,0,0,0,0,AI,AI,Gill Coliseum,Corvallis,OR,,,0,
14670,2025,3,A,OOC,,ORU,WCU,,0,0,0,0,0,0,0,0,AI,AI,Mabee Center,Tulsa,OK,,,0,
14671,2025,3,A,OOC,,PAC,HAWI,,0,0,0,0,0,0,0,0,AI,AI,Alex G. Spanos Center,Stockton,CA,,,0,
14672,2025,3,A,OOC,,PEPP,CCSU,,0,0,0,0,0,0,0,0,AI,AI,Firestone Fieldhouse,Malibu,CA,,,0,
14673,2025,3,A,OOC,,PFW,SIUE,,0,0,0,0,0,0,0,0,AI,AI,Hilliard Gates Sports Center,Fort Wayne,IN,,,0,
14674,2025,3,A,OOC,,PNST,MORG,,0,0,0,0,0,0,0,0,AI,AI,Bryce Jordan Center,University Park,PA,,,0,
14675,2025,3,A,OOC,,PRE,CLEM,,0,0,0,0,0,0,0,0,AI,AI,Templeton Physical Education Center,Clinton,SC,,,0,
14676,2025,3,A,OOC,,PRST,EKU,,0,0,0,0,0,0,0,0,AI,AI,Viking Pavilion,Portland,OR,,,0,
14677,2025,3,A,OOC,,PV,SIU,,0,0,0,0,0,0,0,0,AI,AI,William J. Nicks Building,Prairie View,TX,,,0,
14678,2025,3,A,OOC,,QUIN,JXST,,0,0,0,0,0,0,0,0,AI,AI,People's United Center,Hamden,CT,,,0,
14679,2025,3,A,OOC,,RGV,RICE,,0,0,0,0,0,0,0,0,AI,AI,UTRGV Fieldhouse,Edinburg,TX,,,0,
14680,2025,3,A,OOC,,RUTG,HAMP,,0,0,0,0,0,0,0,0,AI,AI,Jersey Mike's Arena,Piscataway,NJ,,,0,
14681,2025,3,A,OOC,,SAM,LR,,0,0,0,0,0,0,0,0,AI,AI,Pete Hanna Center,Homewood,AL,,,0,
14682,2025,3,A,OOC,,SAMO,COLG,,0,0,0,0,0,0,0,0,AI,Coach123,Dole Center,Pago Pago,AS,,,0,
14683,2025,3,A,OOC,,SCU,LAF,,0,0,0,0,0,0,0,0,AI,AI,Leavey Center,Santa Clara,CA,,,0,
14684,2025,3,A,OOC,,SDST,ARST,,0,0,0,0,0,0,0,0,Minnow,AI,Frost Arena,Brookings,SD,,,0,
14685,2025,3,A,OOC,,SF,ALST,,0,0,0,0,0,0,0,0,AI,AI,The Sobrato Center,San Francisco,CA,,,0,
14686,2025,3,A,OOC,,SFA,UTA,,0,1,0,0,0,0,0,0,AI,AI,William R. Johnson Coliseum,Nacogdoches,TX,,,0,
14687,2025,3,A,OOC,,SHSU,MEMP,,0,0,0,0,0,0,0,0,AI,AI,Bernard Johnson Coliseum,Huntsville,TX,,,0,
14688,2025,3,A,OOC,,SHU,WOF,,0,0,0,0,0,0,0,0,AI,AI,William H. Pitt Center,Fairfield,CT,,,0,
14689,2025,3,A,OOC,,SLU,TROY,,0,0,0,0,0,0,0,0,AI,AI,Chaifetz Arena,St. Louis,MO,,,0,
14690,2025,3,A,OOC,,SMU,KANS,,0,0,0,0,0,0,0,0,jw1952tx,bundy,Moody Coliseum,University Park,TX,,,0,
14691,2025,3,A,OOC,,SOCA,PENN,,0,0,0,0,0,0,0,0,AI,AI,Colonial Life Arena,Columbia,SC,,,0,
14692,2025,3,A,OOC,,SOU,GT,,0,0,0,0,0,0,0,0,AI,AI,F. G. Clark Center,Baton Rouge,LA,,,0,
14693,2025,3,A,OOC,,SSU,ODU,,0,0,0,0,0,0,0,0,AI,AI,Hornets Nest,Sacramento,CA,,,0,
14694,2025,3,A,OOC,,STET,BUCK,,0,0,0,0,0,0,0,0,AI,AI,Edmunds Center,DeLand,FL,,,0,
14695,2025,3,A,OOC,,TAMU,UNT,,0,0,0,0,0,0,0,0,AI,AI,Reed Arena,College Station,TX,,,0,
14696,2025,3,A,OOC,,TCU,DPU,,0,0,0,0,0,0,0,0,AI,AI,Schollmaier Arena,Fort Worth,TX,,,0,
14697,2025,3,A,OOC,,TEMP,LEH,,0,0,0,0,0,0,0,0,SandyToez,AI,Liacouras Center[a],Philadelphia,PA,,,0,
14698,2025,3,A,OOC,,TENN,UNCW,,0,0,0,0,0,0,0,0,tsweezy,AI,Thompson–Boling Arena,Knoxville,TN,,,0,
14699,2025,3,A,OOC,,TEX,UCR,,0,0,0,0,0,0,0,0,AI,AI,Moody Center,Austin,TX,,,0,
14700,2025,3,A,OOC,,TNST,NIA,,0,0,0,0,0,0,0,0,AI,AI,Gentry Complex,Nashville,TN,,,0,
14701,2025,3,A,OOC,,TOW,RICH,,0,0,0,0,0,0,0,0,AI,AI,SECU Arena,Towson,MD,,,0,
14702,2025,3,A,OOC,,TTU,MRST,,0,0,0,0,0,0,0,0,AI,AI,United Supermarkets Arena,Lubbock,TX,,,0,
14703,2025,3,A,OOC,,TXST,MUR,,0,0,0,0,0,0,0,0,AI,AI,Strahan Arena,San Marcos,TX,,,0,
14704,2025,3,A,OOC,,UAB,RID,,0,0,0,0,0,0,0,0,AI,AI,Bartow Arena,Birmingham,AL,,,0,
14705,2025,3,A,OOC,,UCLA,CBU,,0,0,0,0,0,0,0,0,jmjacobs,AI,Pauley Pavilion,Los Angeles,CA,,,0,
14706,2025,3,A,OOC,,UCSD,NJIT,,0,0,0,0,0,0,0,0,AI,AI,RIMAC Arena,San Diego,CA,,,0,
14707,2025,3,A,OOC,,UGA,GASO,,0,0,0,0,0,0,0,0,Sarge,AI,Stegeman Coliseum,Athens,GA,,,0,
14708,2025,3,A,OOC,,UIC,OHIO,,0,0,0,0,0,0,0,0,AI,AI,Credit Union 1 Arena,Chicago,IL,,,0,
14709,2025,3,A,OOC,,UKEN,MORE,,0,0,0,0,0,0,0,0,Ezaco,AI,Rupp Arena,Lexington,KY,,,0,
14710,2025,3,A,OOC,,ULL,RAD,,0,0,0,0,0,0,0,0,AI,AI,Cajundome,Lafayette,LA,,,0,
14711,2025,3,A,OOC,,UMBC,PURD,,0,0,0,0,0,0,0,0,Rocketcan,MasonAsher,Chesapeake Employers Insurance Arena,Baltimore County,MD,,,0,
14712,2025,3,A,OOC,,UMD,QUOC,,0,0,0,0,0,0,0,0,AI,AI,Xfinity Center,College Park,MD,,,0,
14713,2025,3,A,OOC,,UML,PRIN,,0,0,0,0,0,0,0,0,AI,AI,Tsongas Center,Lowell,MA,,,0,
14714,2025,3,A,OOC,,UNC,UCD,,0,0,0,0,0,0,0,0,AI,AI,Dean Smith Center,Chapel Hill,NC,,,0,
14715,2025,3,A,OOC,,UNCG,USF,,0,0,0,0,0,0,0,0,AI,AI,Greensboro Coliseum,Greensboro,NC,,,0,
14716,2025,3,A,OOC,,UND,VMI,,0,0,0,0,0,0,0,0,AI,AI,Betty Engelstad Sioux Center,Grand Forks,ND,,,0,
14717,2025,3,A,OOC,,UNH,UMES,,0,0,0,0,0,0,0,0,AI,AI,Lundholm Gym,Durham,NH,,,0,
14718,2025,3,A,OOC,,UNI,GRAM,,0,0,0,0,0,0,0,0,AI,AI,McLeod Center,Cedar Falls,IA,,,0,
14719,2025,3,A,OOC,,UNLV,GONZ,,0,0,0,0,0,0,0,0,AI,Curby4,Thomas & Mack Center,Las Vegas[n 6],NV,,,0,
14720,2025,3,A,OOC,,UNM,IDST,,0,0,0,0,0,0,0,0,AI,AI,The Pit,Albuquerque,NM,,,0,
14721,2025,3,A,OOC,,UPST,NCST,,0,0,0,0,0,0,0,0,AI,AI,G. B. Hodge Center,Spartanburg,SC,,,0,
14722,2025,3,A,OOC,,USA,SELA,,0,0,0,0,0,0,0,0,AI,AI,Mitchell Center,Mobile,AL,,,0,
14723,2025,3,A,OOC,,USAF,ILLI,,0,0,0,0,0,0,0,0,AI,nemolee.exe,Cadet Field House,CO Springs,CO,,,0,
14724,2025,3,A,OOC,,UTC,APSU,,0,0,0,0,0,0,0,0,AI,AI,McKenzie Arena,Chattanooga,TN,,,0,
14725,2025,3,A,OOC,,UTSA,NAU,,0,0,0,0,0,0,0,0,AI,AI,Convocation Center,San Antonio,TX,,,0,
14726,2025,3,A,OOC,,UTU,DU,,0,0,0,0,0,0,0,0,AI,AI,Burns Arena,St. George,UT,,,0,
14727,2025,3,A,OOC,,UV,CONN,,0,0,0,0,0,0,0,0,iToxickiddy,CoachCartier,Patrick Gym,Burlington,VT,,,0,
14728,2025,3,A,OOC,,UVU,SEAU,,0,0,0,0,0,0,0,0,AI,AI,UCCU Center,Orem,UT,,,0,
14729,2025,3,A,OOC,,UWGB,STBK,,0,0,0,0,0,0,0,0,AI,AI,Resch Center,Green Bay,WI,,,0,
14730,2025,3,A,OOC,,VAL,TXSO,,0,0,0,0,0,0,0,0,AI,AI,Athletics–Recreation Center,Valparaiso,IN,,,0,
14731,2025,3,A,OOC,,VAND,IUPU,,0,0,0,0,0,0,0,0,AI,AI,Memorial Gymnasium,Nashville,TN,,,0,
14732,2025,3,A,OOC,,VCU,KNSW,,0,0,0,0,0,0,0,0,AI,AI,Siegel Center,VA,VA,,,0,
14733,2025,3,A,OOC,,WAG,AAMU,,0,0,0,0,0,0,0,0,AI,AI,Spiro Sports Center,Staten Island,NY,,,0,
14734,2025,3,A,OOC,,WAKE,CHAR,,0,0,0,0,0,0,0,0,Qupax,AI,Lawrence Joel Veterans Memorial Coliseum,Winston-Salem,NC,,,0,
14735,2025,3,A,OOC,,WASH,UOG,,0,0,0,0,0,0,0,0,AI,AI,Alaska Airlines Arena at Hec Edmundson Pavilion,Seattle,WA,,,0,
14736,2025,3,A,OOC,,WAST,SDSU,,0,0,0,0,0,0,0,0,TuscanSota,AI,Beasley Coliseum,Pullman,WA,,,0,
14737,2025,3,A,OOC,,WEB,UWG,,0,0,0,0,0,0,0,0,AI,AI,Dee Events Center,Ogden,UT,,,0,
14738,2025,3,A,OOC,,WIN,UAPB,,0,0,0,0,0,0,0,0,AI,AI,Winthrop Coliseum,Rock Hill,SC,,,0,
14739,2025,3,A,OOC,,WISC,CIT,,0,0,0,0,0,0,0,0,AI,AI,Kohl Center,Madison,WI,,,0,
14740,2025,3,A,OOC,,WIU,NEB,,0,0,0,0,0,0,0,0,AI,huskersax,Western Hall,Macomb,IL,,,0,
14741,2025,3,A,OOC,,WMU,UCI,,0,0,0,0,0,0,0,0,Jieret,subsequent,University Arena,Kalamazoo,MI,,,0,
14742,2025,3,A,OOC,,WVU,JU,,0,0,0,0,0,0,0,0,smackemz3,Ricky Campbell,WVU Coliseum,Morgantown,WV,,,0,
14743,2025,3,A,OOC,,WYOM,SUU,,0,0,0,0,0,0,0,0,AI,AI,Arena-Auditorium,Laramie,WY,,,0,
14744,2025,3,A,OOC,,YSU,BC,,0,0,0,0,0,0,0,0,AI,AI,Beeghly Center,Youngstown,OH,,,0,
14745,2025,3,A,OOC,,ZONA,SJU,,0,0,0,0,0,0,0,0,AI,SyndaKyt,McKale Center,Tucson,AZ,,,0,
14746,2025,3,B,OOC,,CONN,UCF,,0,1,1,0,0,0,0,0,CoachCartier,AI,Imperial Arena,Nassau,,2024 Battle 4 Atlantis Invitational Quarterfinals,,14930,H
14747,2025,3,B,OOC,,OHST,UNM,,0,1,1,0,0,0,0,0,AI,AI,Imperial Arena,Nassau,,2024 Battle 4 Atlantis Invitational Quarterfinals,,14930,A
14748,2025,3,B,OOC,,PEPP,SPU,,0,1,1,0,0,0,0,0,AI,AI,Imperial Arena,Nassau,,2024 Battle 4 Atlantis Invitational Quarterfinals,,14931,H
14749,2025,3,B,OOC,,UKEN,OAK,,0,1,1,0,0,0,0,0,Ezaco,AI,Imperial Arena,Nassau,,2024 Battle 4 Atlantis Invitational Quarterfinals,,14931,A
14750,2025,3,B,OOC,,PITT,IND,,0,1,1,0,0,0,0,0,AI,Piercewise1,Wiener Stadhalle,Vienna,,2024 Billy Joel's Basketball Bash Quarterfinals,,14932,H
14751,2025,3,B,OOC,,UCI,BGSU,,0,1,1,0,0,0,0,0,subsequent,PoopyRhinoPickle,Wiener Stadhalle,Vienna,,2024 Billy Joel's Basketball Bash Quarterfinals,,14932,A
14752,2025,3,B,OOC,,USD,TENN,,0,1,1,0,0,0,0,0,AI,tsweezy,Wiener Stadhalle,Vienna,,2024 Billy Joel's Basketball Bash Quarterfinals,,14933,H
14753,2025,3,B,OOC,,UTAH,VILL,,0,1,1,0,0,0,0,0,SageBow,AI,Wiener Stadhalle,Vienna,,2024 Billy Joel's Basketball Bash Quarterfinals,,14933,A
14754,2025,3,B,OOC,,BYU,SMC,,0,1,1,0,0,0,0,0,Bellwood,believer,T-Mobile Arena,Las Vegas,NV,2024 Holy War Invitational Quarterfinals,,14934,H
14755,2025,3,B,OOC,,DPU,ELON,,0,1,1,0,0,0,0,0,AI,AI,T-Mobile Arena,Las Vegas,NV,2024 Holy War Invitational Quarterfinals,,14934,A
14756,2025,3,B,OOC,,LU,JOES,,0,1,1,0,0,0,0,0,AI,AI,T-Mobile Arena,Las Vegas,NV,2024 Holy War Invitational Quarterfinals,,14935,H
14757,2025,3,B,OOC,,ND,VAL,,0,1,1,0,0,0,0,0,AI,AI,T-Mobile Arena,Las Vegas,NV,2024 Holy War Invitational Quarterfinals,,14935,A
14758,2025,3,B,OOC,,LSU,CHAM,,0,1,1,0,0,0,0,0,AI,AI,Lahaina Civic Center,Honolulu,HI,2024 Maui Invitational Quarterfinals,,14936,H
14759,2025,3,B,OOC,,MARQ,PURD,,0,1,1,0,0,0,0,0,AI,MasonAsher,Lahaina Civic Center,Honolulu,HI,2024 Maui Invitational Quarterfinals,,14936,A
14760,2025,3,B,OOC,,WMU,UVA,,0,1,1,0,0,0,0,0,Jieret,Wahoo,Lahaina Civic Center,Honolulu,HI,2024 Maui Invitational Quarterfinals,,14937,H
14761,2025,3,B,OOC,,WVU,JU,,0,1,1,0,0,0,0,0,smackemz3,Ricky Campbell,Lahaina Civic Center,Honolulu,HI,2024 Maui Invitational Quarterfinals,,14937,A
14762,2025,3,B,OOC,,EIU,UV,,0,1,1,0,0,0,0,0,AI,iToxickiddy,HTC Center,Conway,SC,2024 Myrtle Beach Invitational Quarterfinals,,14938,H
14763,2025,3,B,OOC,,ILLI,FGCU,,0,1,1,0,0,0,0,0,nemolee.exe,AI,HTC Center,Conway,SC,2024 Myrtle Beach Invitational Quarterfinals,,14938,A
14764,2025,3,B,OOC,,ILST,TCU,,0,1,1,0,0,0,0,0,Ape,AI,HTC Center,Conway,SC,2024 Myrtle Beach Invitational Quarterfinals,,14939,H
14765,2025,3,B,OOC,,SDST,UGA,,0,1,1,0,0,0,0,0,Minnow,Sarge,HTC Center,Conway,SC,2024 Myrtle Beach Invitational Quarterfinals,,14939,A
14766,2025,3,B,OOC,,ARK,CAL,,0,1,1,0,0,0,0,0,kwheeler,AI,Modi Center,Portland,OR,2024 Phil Knight Invitational Quarterfinals,,14940,H
14767,2025,3,B,OOC,,CSU,OREG,,0,1,1,0,0,0,0,0,AI,AI,Modi Center,Portland,OR,2024 Phil Knight Invitational Quarterfinals,,14940,A
14768,2025,3,B,OOC,,EMU,MTSU,,0,1,1,0,0,0,0,0,AI,AI,Modi Center,Portland,OR,2024 Phil Knight Invitational Quarterfinals,,14941,H
14769,2025,3,B,OOC,,TXST,COLO,,0,1,1,0,0,0,0,0,AI,Bingo415,Modi Center,Portland,OR,2024 Phil Knight Invitational Quarterfinals,,14941,A
14770,2025,3,B,OOC,,ACU,COFC,,0,0,0,0,0,0,0,0,AI,AI,Moody Coliseum,Abilene,TX,,,0,
14771,2025,3,B,OOC,,ALST,NIA,,0,0,0,0,0,0,0,0,AI,AI,Dunn–Oliver Acadome,Montgomery,AL,,,0,
14772,2025,3,B,OOC,,AMCC,TAMU,,0,0,0,0,0,0,0,0,AI,AI,American Bank Center Arena[h],Corpus Christi,TX,,,0,
14773,2025,3,B,OOC,,APSU,VAND,,0,0,0,0,0,0,0,0,AI,AI,Dunn Center,Clarksville,TN,,,0,
14774,2025,3,B,OOC,,ARST,ETSU,,0,0,0,0,0,0,0,0,AI,AI,First National Bank Arena,Jonesboro,AR,,,0,
14775,2025,3,B,OOC,,BALL,NW,,0,0,0,0,0,0,0,0,AI,AI,Worthen Arena,Muncie,IN,,,0,
14776,2025,3,B,OOC,,BELL,MORE,,0,0,0,0,0,0,0,0,AI,AI,Freedom Hall,Louisville,KY,,,0,
14777,2025,3,B,OOC,,BRAD,UPST,,0,0,0,0,0,0,0,0,AI,AI,Carver Arena,Peoria,IL,,,0,
14778,2025,3,B,OOC,,BRWN,DREX,,0,0,0,0,0,0,0,0,AI,AI,Pizzitola Sports Center,Providence,RI,,,0,
14779,2025,3,B,OOC,,BRY,MORG,,0,0,0,0,0,0,0,0,AI,AI,Chace Athletic Center,Smithfield,RI,,,0,
14780,2025,3,B,OOC,,BUCK,RMU,,0,0,0,0,0,0,0,0,AI,AI,Sojka Pavilion,Lewisburg,PA,,,0,
14781,2025,3,B,OOC,,CCSU,CAN,,0,0,0,0,0,0,0,0,AI,AI,William H. Detrick Gymnasium,New Britain,CT,,,0,
14782,2025,3,B,OOC,,CCU,LEM,,0,0,0,0,0,0,0,0,AI,AI,HTC Center,Conway,SC,,,0,
14783,2025,3,B,OOC,,CHAR,RICH,,0,0,0,0,0,0,0,0,AI,AI,Dale F. Halton Arena,Charlotte,NC,,,0,
14784,2025,3,B,OOC,,CHST,SHU,,0,0,0,0,0,0,0,0,AI,AI,Emil and Patricia Jones Convocation Center,Chicago,IL,,,0,
14785,2025,3,B,OOC,,CIT,LIN,,0,0,0,0,0,0,0,0,AI,AI,McAlister Field House,Charleston,SC,,,0,
14786,2025,3,B,OOC,,CSUF,GW,,0,0,0,0,0,0,0,0,AI,AI,Titan Gym,Fullerton,CA,,,0,
14787,2025,3,B,OOC,,CSUN,BING,,0,0,0,0,0,0,0,0,AI,AI,Premier America Credit Union Arena,Northridge,CA,,,0,
14788,2025,3,B,OOC,,DAY,CP,,0,0,0,0,0,0,0,0,AI,AI,University of Dayton Arena,Dayton,OH,,,0,
14789,2025,3,B,OOC,,DEL,SOU,,0,0,0,0,0,0,0,0,AI,AI,Bob Carpenter Center,Newark,DE,,,0,
14790,2025,3,B,OOC,,DETM,UNI,,0,0,0,0,0,0,0,0,AI,AI,Calihan Hall,Detroit,MI,,,0,
